Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,Sfty,Awards
Chris Naeole,31,JAX,RG,15,15,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Adewale Ogunleye,28,CHI,LDE,15,15,0,0,0,0,5.0,1,0,1,0,0,10.0,40.0,36.0,4.0,15.0,0,
Shane Olivea,24,SDG,RT,15,15,0,0,0,0,,0,0,2,0,0,0.0,,,,,0,
Kyle Orton,23,CHI,QB,15,15,0,0,0,0,0.0,0,12,3,-13,0,0.0,0.0,0.0,0.0,0.0,0,
Willie Parker,25,PIT,RB,15,15,0,0,0,0,0.0,0,4,2,0,0,0.0,0.0,0.0,0.0,0.0,0,
Simeon Rice,31,TAM,RDE,15,15,1,6,0,6,4.0,6,0,0,0,0,14.0,40.0,33.0,7.0,12.0,0,
Asante Samuel,24,NWE,LCB,15,15,3,15,0,15,16.0,0,0,0,0,0,0.0,54.0,44.0,10.0,1.0,0,
Dwight Smith,27,NOR,SS,15,15,2,53,0,28,7.0,2,1,0,0,0,1.0,73.0,63.0,10.0,8.0,0,
Shawn Springs,30,WAS,RCB,15,15,1,2,0,2,10.0,0,0,0,0,0,0.0,50.0,47.0,3.0,2.0,0,
Patrick Surtain,29,KAN,LCB,15,15,4,57,0,53,12.0,0,1,1,2,0,0.0,57.0,47.0,10.0,2.0,0,
Sean Taylor,22,WAS,FS,15,15,2,34,0,32,12.0,2,0,1,39,1,1.0,72.0,62.0,10.0,2.0,0,
Charles Tillman,24,CHI,LCB,15,15,5,172,1,95,16.0,4,0,1,0,0,1.0,96.0,85.0,11.0,0.0,0,
Jeremiah Trotter,28,PHI,MLB,15,15,1,2,0,2,10.0,2,0,0,0,0,1.0,121.0,102.0,19.0,11.0,0,PB
Marcus Trufant,25,SEA,RCB,15,15,1,7,0,7,14.0,1,0,0,0,0,1.0,64.0,55.0,9.0,3.0,0,
Michael Vick,25,ATL,QB,15,15,0,0,0,0,0.0,0,11,0,-6,0,0.0,0.0,0.0,0.0,0.0,0,PB
Hines Ward,29,PIT,WR,15,15,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Al Wilson,28,DEN,MLB,15,15,0,0,0,0,9.0,2,0,1,0,0,3.0,73.0,62.0,11.0,4.0,0,"PB,AP-1"
Will Witherspoon,25,CAR,RLB,15,15,2,35,1,35,14.0,0,0,0,0,0,2.5,81.0,66.0,15.0,5.0,0,
Chris Brown,24,TEN,RB,15,14,0,0,0,0,0.0,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Ronnie Brown,24,MIA,RB,15,14,0,0,0,0,0.0,0,4,2,0,0,0.0,0.0,0.0,0.0,0.0,0,
Dallas Clark,26,IND,TE,15,14,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Sam Cowart,30,MIN,MLB,15,14,0,0,0,0,2.0,0,0,0,0,0,2.0,84.0,71.0,13.0,7.0,0,
Mike Doss,24,IND,SS,15,14,2,8,0,8,5.0,0,0,0,0,0,0.0,77.0,57.0,20.0,1.0,0,
E.J. Henderson,25,MIN,RLB,15,14,0,0,0,0,1.0,2,0,1,0,0,1.0,76.0,54.0,22.0,2.0,0,
Reggie Kelly,28,CIN,TE,15,14,0,0,0,0,0.0,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0,0,
Terrence McGee,25,BUF,LCB,15,14,4,97,1,46,15.0,1,1,2,0,0,0.0,73.0,60.0,13.0,1.0,0,AP-2
Deltha O'Neal,28,CIN,LCB,15,14,10,103,0,37,20.0,0,0,1,26,0,0.0,65.0,56.0,9.0,1.0,0,"PB,AP-2"
Julian Peterson,27,SFO,LOLB,15,14,0,0,0,0,6.0,1,0,1,0,0,3.0,83.0,59.0,24.0,7.0,0,
Mike Rucker,30,CAR,RDE,15,14,0,0,0,0,3.0,3,0,2,11,0,7.5,44.0,35.0,9.0,7.0,0,
Shawntae Spencer,23,SFO,RCB,15,14,4,85,1,61,19.0,0,0,0,0,0,0.0,83.0,74.0,9.0,2.0,0,
Paul Spicer,30,JAX,RDE,15,14,0,0,0,0,2.0,1,0,1,0,0,7.5,37.0,30.0,7.0,12.0,0,
Will Whitticker,23,GNB,RG,15,14,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Angelo Crowell,24,BUF,RLB,15,13,2,3,0,2,5.0,2,0,0,0,0,3.0,120.0,80.0,40.0,9.0,0,
Adam Jones,22,TEN,RCB,15,13,0,0,0,0,11.0,0,5,1,0,0,0.0,54.0,44.0,10.0,4.0,0,
Jason Webster,28,ATL,RCB,15,13,1,19,0,19,5.0,2,0,0,0,0,0.0,81.0,75.0,6.0,2.0,0,
Ifeanyi Ohalete,26,CIN,SS,15,12,1,15,0,15,2.0,0,0,0,0,0,0.0,55.0,40.0,15.0,0.0,0,
Mark Brown,25,NYJ,RLB,15,11,2,51,1,33,2.0,0,0,1,0,0,1.5,77.0,38.0,39.0,3.0,0,
Marcus Coleman,31,HOU,FS,15,11,1,6,0,6,3.0,1,1,0,0,0,0.0,53.0,47.0,6.0,0.0,0,
Justin Gage,24,CHI,WR,15,11,0,0,0,0,0.0,0,0,1,0,0,0.0,1.0,1.0,0.0,0.0,0,
Marcel Shipp,27,ARI,RB,15,11,0,0,0,0,0.0,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Ben Troupe,23,TEN,TE,15,11,0,0,0,0,0.0,0,2,0,0,0,0.0,1.0,0.0,1.0,0.0,0,
Reynaldo Hill,23,TEN,LCB,15,10,3,88,1,52,9.0,1,0,0,0,0,0.0,54.0,44.0,10.0,3.0,0,
Montrae Holland,25,NOR,RG,15,10,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Shawne Merriman,21,SDG,LOLB,15,10,0,0,0,0,5.0,2,0,0,0,0,10.0,57.0,43.0,14.0,10.0,0,"PB,AP DRoY-1"
LeRoy Hill,23,SEA,LLB,15,9,0,0,0,0,2.0,1,0,0,0,0,7.5,73.0,52.0,21.0,11.0,0,
Erasmus James,23,MIN,RDE,15,9,0,0,0,0,2.0,1,0,0,0,0,4.0,29.0,24.0,5.0,6.0,0,
Brad Johnson,37,MIN,QB,15,9,0,0,0,0,0.0,0,5,1,-1,0,0.0,0.0,0.0,0.0,0.0,0,
Jimmy Kennedy,26,STL,RDT,15,9,0,0,0,0,3.0,1,0,0,0,0,3.0,42.0,30.0,12.0,4.0,0,
Eric Parker,26,SDG,WR,15,9,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Ben Watson,25,NWE,TE,15,9,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0,
Andre' Goodman,27,DET,LCB,15,8,3,17,0,21,11.0,0,0,1,15,0,0.0,47.0,42.0,5.0,0.0,0,
N.D. Kalu,30,PHI,RDE,15,8,0,0,0,0,2.0,1,0,0,0,0,2.0,30.0,26.0,4.0,3.0,0,
Scott Shanle,26,DAL,RILB,15,8,0,0,0,0,2.0,0,0,0,0,0,1.5,45.0,34.0,11.0,1.0,0,
Billy Bajema,23,SFO,TE,15,7,0,0,0,0,0.0,0,0,1,0,0,0.0,4.0,3.0,1.0,0.0,0,
Trent Cole,23,PHI,RDE,15,7,0,0,0,0,2.0,1,0,0,0,0,5.0,46.0,38.0,8.0,8.0,0,
Reggie Howard,28,MIA,CB,15,7,1,5,0,5,5.0,3,0,1,0,0,2.0,49.0,39.0,10.0,3.0,1,
Travis LaBoy,24,TEN,RDE,15,7,0,0,0,0,1.0,0,0,1,0,0,6.5,42.0,28.0,14.0,6.0,0,
Monty Beisel,27,NWE,LILB,15,6,0,0,0,0,1.0,1,0,0,0,0,1.0,48.0,31.0,17.0,2.0,0,
Pierson Prioleau,28,WAS,SS,15,6,0,0,0,0,4.0,2,0,2,4,0,3.0,43.0,39.0,4.0,2.0,0,
Mike Sellers,30,WAS,TE,15,6,0,0,0,0,0.0,0,0,1,0,0,0.0,12.0,12.0,0.0,0.0,0,
Jonathan Wells,26,HOU,RB,15,6,0,0,0,0,0.0,0,1,0,0,0,0.0,6.0,6.0,0.0,0.0,0,
J.J. Arrington,22,ARI,RB,15,5,0,0,0,0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Chad Brown,35,NWE,RILB,15,5,0,0,0,0,0.0,0,0,0,0,0,0.0,39.0,31.0,8.0,1.0,0,
DeShaun Foster,25,CAR,RB,15,5,0,0,0,0,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Jarvis Green,26,NWE,RDE,15,5,0,0,0,0,0.0,1,0,0,0,0,2.5,35.0,24.0,11.0,2.0,0,
Donald Lee,25,GNB,TE,15,5,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0,
Aaron Stecker,30,NOR,RB,15,4,0,0,0,0,0.0,0,3,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Larry Tripplett,26,IND,DT,15,4,0,0,0,0,2.0,1,0,2,60,1,4.0,36.0,29.0,7.0,6.0,0,
Kevin Bentley,26,SEA,LB,15,3,0,0,0,0,1.0,0,0,0,0,0,0.0,33.0,28.0,5.0,2.0,0,
Napoleon Harris,26,MIN,LB,15,3,0,0,0,0,3.0,0,0,0,0,0,1.0,25.0,18.0,7.0,2.0,0,
Travis Johnson,23,HOU,DT,15,3,0,0,0,0,0.0,0,0,0,0,0,1.0,26.0,23.0,3.0,6.0,0,
Shaun Phillips,24,SDG,LB,15,3,0,0,0,0,2.0,3,0,1,0,0,7.0,35.0,33.0,2.0,7.0,0,
Tony Beckham,27,TEN,DB,15,2,0,0,0,0,3.0,0,0,0,0,0,0.0,19.0,16.0,3.0,0.0,0,
Chase Blackburn,22,NYG,LB,15,2,1,31,1,31,1.0,0,0,1,0,0,0.0,31.0,21.0,10.0,0.0,0,
Rocky Boiman,25,TEN,LB,15,2,0,0,0,0,0.0,0,0,0,0,0,0.0,35.0,23.0,12.0,0.0,0,
Steve Bush,31,SFO,TE,15,2,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,3.0,1.0,0.0,0,
Dale Carter,36,BAL,DB,15,2,0,0,0,0,1.0,1,0,0,0,0,0.0,26.0,23.0,3.0,0.0,0,
Roy Manning,24,GNB,LB,15,2,0,0,0,0,1.0,0,0,0,0,0,0.0,25.0,13.0,12.0,2.0,0,
Terrence Melton,28,NOR,LB,15,2,0,0,0,0,1.0,0,0,0,0,0,0.0,28.0,20.0,8.0,1.0,0,
Stanford Routt,22,OAK,DB,15,2,0,0,0,0,2.0,0,0,0,0,0,1.0,29.0,27.0,2.0,1.0,0,
Keith Smith,25,DET,DB,15,2,0,0,0,0,1.0,0,0,0,0,0,1.0,32.0,25.0,7.0,2.0,0,
Corey Webster,23,NYG,DB,15,2,0,0,0,0,5.0,2,0,0,0,0,0.0,39.0,38.0,1.0,0.0,0,
Jerry Azumah,28,CHI,DB,15,1,0,0,0,0,4.0,0,0,0,0,0,1.0,37.0,33.0,4.0,0.0,0,
Tatum Bell,24,DEN,RB,15,1,0,0,0,0,0.0,0,3,1,0,0,0.0,,,,,0,
Keith Burns,33,DEN,LB,15,1,0,0,0,0,0.0,0,0,1,0,0,0.0,19.0,16.0,3.0,0.0,0,
Vinny Ciurciu,25,CAR,LB,15,1,0,0,0,0,1.0,0,0,0,0,0,0.0,16.0,13.0,3.0,0.0,0,
Jared Clauss,24,TEN,DT,15,1,0,0,0,0,0.0,0,0,0,0,0,0.5,22.0,16.0,6.0,1.0,0,
Aubrayo Franklin,25,BAL,DT,15,1,0,0,0,0,1.0,0,0,0,0,0,1.0,20.0,18.0,2.0,1.0,0,
Bryan Gilmore,27,MIA,WR,15,1,0,0,0,0,0.0,0,0,0,0,0,0.0,6.0,5.0,1.0,0.0,0,
Grant Irons,26,OAK,DE,15,1,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,7.0,1.0,0.0,0,
Eddie Jackson,25,MIA,DB,15,1,0,0,0,0,1.0,0,0,1,0,0,0.0,14.0,10.0,4.0,0.0,0,
Marlin Jackson,22,IND,DB,15,1,1,16,0,16,4.0,0,1,0,0,0,0.0,59.0,43.0,16.0,1.0,0,
Ed Jasper,32,OAK,DT,15,1,0,0,0,0,2.0,0,0,0,0,0,2.0,24.0,23.0,1.0,4.0,0,
Lance Johnstone,32,MIN,DE,15,1,0,0,0,0,0.0,0,0,0,0,0,7.5,20.0,15.0,5.0,10.0,0,
Corey McIntyre,26,CLE,FB,15,1,0,0,0,0,0.0,0,0,0,0,0,0.0,9.0,7.0,2.0,0.0,0,
Hannibal Navies,28,CIN,LB,15,1,0,0,0,0,0.0,1,0,1,0,0,0.0,11.0,10.0,1.0,0.0,0,
Robert Reynolds,24,TEN,LB,15,1,0,0,0,0,0.0,0,0,1,0,0,0.0,24.0,15.0,9.0,1.0,1,
Joe Tafoya,27,SEA,DE,15,1,0,0,0,0,1.0,1,0,1,0,0,1.0,33.0,20.0,13.0,3.0,0,
Chester Taylor,26,BAL,RB,15,1,0,0,0,0,0.0,0,3,0,0,0,0.0,9.0,9.0,0.0,0.0,0,
Andrae Thurman,25,2TM,WR,15,1,0,0,0,0,0.0,0,1,1,0,0,0.0,11.0,9.0,2.0,0.0,0,
Marcus Bell,26,DET,DT,15,0,0,0,0,0,0.0,1,0,0,0,0,0.0,32.0,22.0,10.0,1.0,0,
Peter Boulware,31,BAL,LB,15,0,0,0,0,0,1.0,0,0,0,0,0,2.5,9.0,5.0,4.0,2.0,0,
Matt Bryant,30,TAM,K,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Khary Campbell,26,WAS,LB,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,13.0,11.0,2.0,0.0,0,
Matt Chatham,28,NWE,LB,15,0,0,0,0,0,1.0,0,0,0,0,0,1.0,23.0,16.0,7.0,2.0,0,
Torrie Cox,25,TAM,DB,15,0,0,0,0,0,1.0,1,0,0,0,0,0.0,11.0,10.0,1.0,0.0,0,
Matt Giordano,23,IND,DB,15,0,0,0,0,0,1.0,0,0,0,0,0,0.0,15.0,11.0,4.0,0.0,0,
Jason Hanson,35,DET,K,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Chris Hoke,29,PIT,DT,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,12.0,7.0,5.0,1.0,0,
Chris Kluwe,24,MIN,P,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Reno Mahe,25,PHI,RB,15,0,0,0,0,0,0.0,0,2,3,0,0,0.0,8.0,5.0,3.0,0.0,0,
Fred McCrary,33,ATL,FB,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,9.0,8.0,1.0,0.0,0,
Kindal Moorehead,27,CAR,DT,15,0,0,0,0,0,3.0,1,0,2,0,0,5.0,24.0,19.0,5.0,5.0,0,
Sean Morey,29,PIT,WR,15,0,0,0,0,0,0.0,0,0,1,0,0,0.0,16.0,12.0,4.0,0.0,0,
Ryan Myers,25,NYJ,LB,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,12.0,8.0,4.0,0.0,0,
Joe Nedney,32,SFO,K,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Neil Rackers,29,ARI,K,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0,"PB,AP-1"
Kemp Rasmussen,26,CAR,DE,15,0,0,0,0,0,1.0,0,0,1,0,0,0.0,19.0,14.0,5.0,0.0,0,
Darren Sproles,22,SDG,RB,15,0,0,0,0,0,0.0,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Johnathan Sullivan,24,NOR,DT,15,0,0,0,0,0,2.0,0,0,0,0,0,0.0,29.0,20.0,9.0,3.0,0,
Reggie Swinton,30,ARI,WR,15,0,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Tyson Thompson,24,DAL,RB,15,0,0,0,0,0,0.0,0,2,1,0,0,0.0,2.0,2.0,0.0,0.0,0,
Demetrin Veal,24,DEN,DE,15,0,0,0,0,0,0.0,0,0,1,0,0,1.0,25.0,19.0,6.0,5.0,1,
Drew Wahlroos,25,STL,LB,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,12.0,11.0,1.0,0.0,0,
B.J. Ward,24,BAL,DB,15,0,0,0,0,0,0.0,1,0,1,11,0,0.0,15.0,11.0,4.0,1.0,0,
Tracy White,24,JAX,LB,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,3.0,1.0,0.0,0,
Marcus Wilkins,25,CIN,LB,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,16.0,11.0,5.0,0.0,0,
Kenyatta Wright,27,NYJ,LB,15,0,0,0,0,0,0.0,0,0,0,0,0,0.0,13.0,10.0,3.0,0.0,0,
Adam Archuleta,28,STL,SS,14,14,1,85,1,85,4.0,0,0,1,0,0,3.5,70.0,54.0,16.0,4.0,0,
Champ Bailey,27,DEN,LCB,14,14,8,139,2,65,23.0,1,0,0,0,0,0.0,66.0,60.0,6.0,3.0,0,"PB,AP-1,AP DPoY-6"
Anquan Boldin,25,ARI,WR,14,14,0,0,0,0,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Chartric Darby,30,SEA,LDT,14,14,0,0,0,0,0.0,0,0,0,0,0,2.5,30.0,19.0,11.0,3.0,0,
James Darling,31,ARI,MLB,14,14,2,22,0,15,4.0,0,0,0,0,0,1.0,88.0,71.0,17.0,4.0,0,
James Farrior,30,PIT,LILB,14,14,0,0,0,0,4.0,2,0,1,0,0,2.0,121.0,76.0,45.0,7.0,0,
Mike Flanagan,32,GNB,C,14,14,0,0,0,0,0.0,0,3,1,-15,0,0.0,0.0,0.0,0.0,0.0,0,
Randall Godfrey,32,SDG,RILB,14,14,0,0,0,0,3.0,1,0,4,35,0,1.0,77.0,56.0,21.0,3.0,0,
James Hall,28,DET,RDE,14,14,0,0,0,0,1.0,3,0,0,0,0,5.0,60.0,52.0,8.0,8.0,0,
Albert Haynesworth,24,TEN,RDT,14,14,0,0,0,0,1.0,1,0,0,0,0,3.0,52.0,36.0,16.0,9.0,0,
Torry Holt,29,STL,WR,14,14,0,0,0,0,0.0,0,2,1,0,0,0.0,1.0,1.0,0.0,0.0,0,PB
LaMont Jordan,27,OAK,RB,14,14,0,0,0,0,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Bhawoh Jue,26,SDG,FS,14,14,3,28,0,20,8.0,0,0,0,0,0,0.0,47.0,34.0,13.0,0.0,0,
Chad Lavalais,26,ATL,RDT,14,14,0,0,0,0,2.0,0,0,0,0,0,2.5,25.0,17.0,8.0,3.0,0,
Leonard Little,31,STL,LDE,14,14,0,0,0,0,3.0,3,0,2,0,0,9.5,57.0,46.0,11.0,11.0,0,
Brandon Manumaleuna,25,STL,TE,14,14,0,0,0,0,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Kareem McKenzie,26,NYG,RT,14,14,0,0,0,0,,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,
Steve McNair,32,TEN,QB,14,14,0,0,0,0,0.0,0,7,2,-1,0,0.0,0.0,0.0,0.0,0.0,0,PB
Shaun Rogers,26,DET,LDT,14,14,0,0,0,0,2.0,2,0,1,21,1,5.5,41.0,30.0,11.0,9.0,0,PB
Bob Sanders,24,IND,FS,14,14,1,0,0,0,4.0,1,0,1,0,0,0.0,92.0,72.0,20.0,3.0,0,"PB,AP-1"
Darren Sharper,30,MIN,FS,14,14,9,276,2,92,16.0,0,1,1,14,0,0.0,52.0,42.0,10.0,3.0,0,"PB,AP-2"
Randy Thomas,29,WAS,RG,14,14,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0,
Zach Thomas,32,MIA,MLB,14,14,1,0,0,0,3.0,4,0,1,0,0,2.0,162.0,107.0,55.0,13.0,0,"PB,AP-2"
Cadillac Williams,23,TAM,RB,14,14,0,0,0,0,0.0,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0,AP ORoY-1
Kevin Williams,25,MIN,RDT,14,14,0,0,0,0,7.0,0,0,1,6,0,4.0,42.0,31.0,11.0,6.0,0,
Courtney Anderson,25,OAK,TE,14,13,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0,
Courtney Brown,27,DEN,LDE,14,13,0,0,0,0,1.0,0,0,2,0,0,2.0,24.0,20.0,4.0,6.0,0,
Bobby Hamilton,34,OAK,LDE,14,13,0,0,0,0,4.0,1,0,2,8,0,2.0,56.0,50.0,6.0,5.0,0,
Chris Harris,23,CHI,FS,14,13,3,44,0,44,8.0,0,0,2,49,0,1.0,58.0,48.0,10.0,4.0,0,
Greg Jones,24,JAX,FB,14,13,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,4.0,0.0,0.0,0,
Chris McAlister,28,BAL,LCB,14,13,1,0,0,0,14.0,1,0,0,0,0,0.0,49.0,47.0,2.0,1.0,0,
Joe Salave'a,30,WAS,RDT,14,13,0,0,0,0,0.0,1,0,1,0,0,0.5,32.0,24.0,8.0,3.0,0,
Ian Scott,24,CHI,LDT,14,13,1,3,0,3,5.0,0,0,0,0,0,0.0,33.0,22.0,11.0,7.0,0,
Peter Sirmon,28,TEN,LLB,14,13,0,0,0,0,2.0,0,0,1,41,0,2.5,69.0,46.0,23.0,5.0,0,
T.J. Houshmandzadeh,28,CIN,WR,14,12,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Michael Jenkins,23,ATL,WR,14,12,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Igor Olshansky,23,SDG,RDE,14,12,0,0,0,0,0.0,0,0,0,0,0,3.0,29.0,18.0,11.0,2.0,0,
Matt Stewart,26,CLE,LOLB,14,12,1,0,0,0,3.0,1,0,0,0,0,0.0,40.0,28.0,12.0,2.0,0,
Tom Ashworth,28,NWE,RT,14,11,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Mike Adams,24,SFO,FS,14,10,4,36,1,40,10.0,1,0,1,0,0,1.0,77.0,59.0,18.0,3.0,0,
Mark Clayton,23,BAL,WR,14,10,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0,
Michael Clayton,23,TAM,WR,14,10,0,0,0,0,0.0,0,1,0,0,0,0.0,2.0,2.0,0.0,0.0,0,
Sam Adams,32,BUF,LDT,14,9,0,0,0,0,0.0,0,0,0,0,0,3.0,19.0,15.0,4.0,5.0,0,
Nick Leckey,23,ARI,C,14,9,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Reggie Torbor,24,NYG,LLB,14,9,1,37,0,37,3.0,1,0,1,0,0,0.0,45.0,34.0,11.0,6.0,0,
Brian Williams,26,MIN,RCB,14,9,4,59,0,31,9.0,2,1,0,0,0,1.0,48.0,36.0,12.0,1.0,0,
Chris Claiborne,27,STL,MLB,14,7,0,0,0,0,0.0,1,0,0,0,0,0.5,51.0,43.0,8.0,4.0,0,
Warrick Holdman,30,WAS,RLB,14,7,0,0,0,0,1.0,0,0,1,0,0,0.0,23.0,16.0,7.0,0.0,0,
Anthony Clement,29,SFO,LT,14,6,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Chris Henry,22,CIN,WR,14,5,0,0,0,0,0.0,0,2,0,0,0,0.0,,,,,0,
David Pollack,23,CIN,LLB,14,5,0,0,0,0,1.0,0,0,1,6,0,4.5,28.0,22.0,6.0,6.0,0,
Koren Robinson,25,MIN,WR,14,5,0,0,0,0,0.0,0,2,0,0,0,0.0,,,,,0,"PB,AP CPoY-5"
Adrien Clarke,24,PHI,G,14,4,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Tony Fisher,26,GNB,RB,14,4,0,0,0,0,0.0,0,2,2,0,0,0.0,3.0,2.0,1.0,0.0,0,
Lamar Gordon,25,PHI,RB,14,4,0,0,0,0,0.0,0,3,1,1,0,0.0,0.0,0.0,0.0,0.0,0,
Mike Williams,21,DET,WR,14,4,0,0,0,0,0.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,
Ryan Fowler,23,DAL,LB,14,3,0,0,0,0,0.0,1,0,1,9,0,0.0,29.0,23.0,6.0,2.0,0,
Maurice Hicks,27,SFO,RB,14,3,0,0,0,0,0.0,0,0,0,0,0,0.0,12.0,10.0,2.0,0.0,0,
Chris Horn,28,KAN,WR,14,3,0,0,0,0,0.0,0,0,0,0,0,0.0,11.0,11.0,0.0,0.0,0,
Lousaka Polite,24,DAL,RB,14,3,0,0,0,0,0.0,0,0,2,0,0,0.0,2.0,2.0,0.0,0.0,0,
Tony Stewart,26,CIN,TE,14,3,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,4.0,4.0,0.0,0,
Jerome Carter,23,STL,DB,14,2,0,0,0,0,0.0,1,0,0,0,0,0.0,45.0,36.0,9.0,1.0,0,
Casey Fitzsimmons,25,DET,TE,14,2,0,0,0,0,0.0,0,0,0,0,0,0.0,10.0,10.0,0.0,0.0,0,
Carlos Hall,26,KAN,DE,14,2,0,0,0,0,4.0,2,0,1,0,0,1.0,14.0,11.0,3.0,2.0,0,
Todd Johnson,27,CHI,DB,14,2,0,0,0,0,0.0,0,0,0,0,0,0.0,37.0,29.0,8.0,0.0,0,
Chris Perry,24,CIN,RB,14,2,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Dontarrious Thomas,25,MIN,LB,14,2,0,0,0,0,2.0,0,0,0,0,0,0.0,48.0,35.0,13.0,0.0,0,
Darryl Blackstock,22,ARI,LB,14,1,0,0,0,0,0.0,1,0,0,0,0,1.0,20.0,16.0,4.0,0.0,0,
Chris Clemons,24,WAS,DE,14,1,0,0,0,0,1.0,1,0,0,0,0,2.0,9.0,8.0,1.0,2.0,0,
Frank Gore,22,SFO,RB,14,1,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0,
Leon Joe,24,CHI,LB,14,1,0,0,0,0,0.0,0,0,0,0,0,0.0,30.0,26.0,4.0,0.0,0,
Kalvin Pearson,27,TAM,DB,14,1,0,0,0,0,2.0,0,0,1,0,0,0.0,29.0,24.0,5.0,0.0,0,
Jason Simmons,29,HOU,DB,14,1,0,0,0,0,1.0,1,0,1,0,0,1.0,28.0,22.0,6.0,2.0,0,
Justin Tuck,22,NYG,DE,14,1,0,0,0,0,1.0,1,0,0,0,0,1.0,31.0,26.0,5.0,1.0,0,
Jimmy Williams,26,SEA,DB,14,1,2,6,0,6,5.0,0,2,1,0,0,0.0,45.0,35.0,10.0,0.0,0,
Kris Wilson,24,KAN,TE,14,1,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,2.0,1.0,0.0,0,
Derrick Wimbush,25,JAX,RB,14,1,0,0,0,0,0.0,0,1,0,0,0,0.0,12.0,10.0,2.0,0.0,0,
Kenderick Allen,27,NYG,DT,14,0,0,0,0,0,0.0,0,0,2,2,0,2.0,20.0,14.0,6.0,4.0,0,
Rashad Baker,23,BUF,DB,14,0,1,18,0,18,2.0,0,0,0,0,0,1.0,18.0,13.0,5.0,1.0,0,
Sam Brandon,26,DEN,DB,14,0,0,0,0,0,3.0,1,0,1,0,0,0.0,25.0,17.0,8.0,1.0,0,
