Player,Age,Team,G,GS,Rec,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb,Awards
Dwight Scales,30,SDG,7,1,2,28,14.0,0,14,0.3,4.0,0,
Virgil Seay,25,WAS,14,3,2,55,27.5,1,39,0.1,3.9,0,
Calvin Thomas,23,CHI,13,0,2,13,6.5,0,7,0.2,1.0,0,
Ken Thompson,25,STL,5,0,2,31,15.5,0,22,0.4,6.2,0,
Mark Witte,24,TAM,16,2,2,15,7.5,0,10,0.1,0.9,0,
Dave Ahrens,25,STL,16,5,1,4,4.0,0,4,0.1,0.3,0,
Robert Alexander,25,RAM,15,0,1,10,10.0,0,10,0.1,0.7,2,
Billy Campfield,27,NYG,4,0,1,12,12.0,0,12,0.3,3.0,1,
Tom Coombs,24,NYJ,12,1,1,1,1.0,0,1,0.1,0.1,0,
William Curran,24,ATL,16,0,1,15,15.0,0,15,0.1,0.9,1,
Doug Dieken,34,CLE,16,16,1,14,14.0,1,14,0.1,0.9,0,
Zachary Dixon,27,2TM,15,0,1,2,2.0,0,2,0.1,0.1,1,
Zachary Dixon,27,BAL,2,0,1,2,2.0,0,2,0.5,1.0,0,
Zachary Dixon,27,SEA,13,0,0,0,,0,,0.0,0.0,1,
Steve Grogan,30,NWE,12,12,1,-8,-8.0,0,-8,0.1,-0.7,4,
Mike Harmon,22,NYJ,9,0,1,4,4.0,0,4,0.1,0.4,3,
Perry Harrington,25,PHI,15,1,1,19,19.0,0,19,0.1,1.3,1,
Derrick Jensen,27,RAI,16,0,1,2,2.0,1,2,0.1,0.1,1,
Florian Kempf,27,HOU,16,0,1,7,7.0,0,7,0.1,0.4,0,
Bill Kenney,28,KAN,16,16,1,0,0.0,0,,0.1,0.0,7,PB
Syd Kitson,25,GNB,16,9,1,9,9.0,0,9,0.1,0.6,0,
Dave Krieg,25,SEA,9,8,1,11,11.0,0,11,0.1,1.2,10,
Reese McCall,27,DET,16,4,1,6,6.0,0,6,0.1,0.4,0,
James McDonald,22,RAM,16,0,1,1,1.0,1,1,0.1,0.1,0,
Eddie McGill,23,STL,2,0,1,11,11.0,0,11,0.5,5.5,0,
Mark McGrath,26,WAS,2,0,1,6,6.0,0,6,0.5,3.0,0,
Jim McMahon,24,CHI,14,13,1,18,18.0,1,18,0.1,1.3,4,
Michael Morton,23,TAM,16,0,1,9,9.0,0,9,0.1,0.6,5,
Greg Pruitt,32,RAI,16,0,1,6,6.0,0,6,0.1,0.4,10,PB
Tom Rafferty,29,DAL,16,15,1,8,8.0,0,8,0.1,0.5,0,
Jarvis Redwine,26,MIN,16,1,1,4,4.0,0,4,0.1,0.3,1,
Ron Smith,27,PHI,2,0,1,8,8.0,0,8,0.5,4.0,0,
Tim Stracka,24,CLE,13,0,1,12,12.0,0,12,0.1,0.9,0,
Tommy Vigorito,24,MIA,1,0,1,7,7.0,0,7,1.0,7.0,0,
Danny White,31,DAL,16,16,1,15,15.0,1,15,0.1,0.9,10,
Brooks Williams,29,NWE,13,0,1,0,0.0,0,,0.1,0.0,0,
David Woodley,25,MIA,5,5,1,6,6.0,0,6,0.2,1.2,4,
Gary Allen,23,HOU,1,0,0,0,,0,,0.0,0.0,0,
Ken Anderson,34,CIN,13,13,0,0,,0,,0.0,0.0,4,
Steve Bartkowski,31,ATL,14,14,0,0,,0,,0.0,0.0,7,
Guy Benjamin,28,SFO,4,0,0,0,,0,,0.0,0.0,1,
Rick Berns,27,RAI,16,0,0,0,,0,,0.0,0.0,0,
Mike Black,22,DET,16,0,0,0,,0,,0.0,0.0,1,
Todd Blackledge,22,KAN,4,0,0,0,,0,,0.0,0.0,1,
Terry Bradshaw,35,PIT,1,1,0,0,,0,,0.0,0.0,0,
Curtis Brown,29,HOU,2,0,0,0,,0,,0.0,0.0,0,
Scott Brunner,26,NYG,16,12,0,0,,0,,0.0,0.0,8,
John Cappelletti,31,SDG,1,0,0,0,,0,,0.0,0.0,0,
Matt Cavanaugh,27,SFO,5,0,0,0,,0,,0.0,0.0,0,
Jeff Christensen,23,CIN,1,0,0,0,,0,,0.0,0.0,0,
Greg Coleman,29,MIN,16,0,0,0,,0,,0.0,0.0,0,
Nolan Cromwell,28,RAM,16,16,0,0,,0,,0.0,0.0,0,PB
Ron Crosby,28,NYJ,16,1,0,0,,0,,0.0,0.0,0,
Gary Danielson,32,DET,10,0,0,0,,0,,0.0,0.0,2,
Steve DeBerg,29,DEN,10,5,0,0,,0,,0.0,0.0,5,
Lynn Dickey,34,GNB,16,16,0,0,,0,,0.0,0.0,9,"AP MVP-5,AP OPoY-6"
Steve Dils,28,MIN,16,12,0,0,,0,,0.0,0.0,13,
Tony Eason,24,NWE,16,4,0,0,,0,,0.0,0.0,5,
John Elway,23,DEN,11,10,0,0,,0,,0.0,0.0,6,
Russell Erxleben,26,NOR,16,0,0,0,,0,,0.0,0.0,0,
Reggie Evans,24,WAS,15,0,0,0,,0,,0.0,0.0,0,
Vince Evans,28,CHI,9,3,0,0,,0,,0.0,0.0,4,
Joe Ferguson,33,BUF,16,16,0,0,,0,,0.0,0.0,3,
Vince Ferragamo,29,RAM,16,16,0,0,,0,,0.0,0.0,8,
Earl Ferrell,25,STL,16,0,0,0,,0,,0.0,0.0,2,
Dan Fouts,32,SDG,10,10,0,0,,0,,0.0,0.0,5,PB
Andra Franklin,24,MIA,15,12,0,0,,0,,0.0,0.0,6,
Ralph Giacomarro,22,ATL,16,0,0,0,,0,,0.0,0.0,1,
Jerry Golsteyn,29,TAM,5,3,0,0,,0,,0.0,0.0,3,
Ray Guy,34,RAI,16,0,0,0,,0,,0.0,0.0,0,
Tim Harris,22,PIT,14,0,0,0,,0,,0.0,0.0,2,
Jim Hart,39,STL,5,3,0,0,,0,,0.0,0.0,5,
Jeff Hayes,24,WAS,16,0,0,0,,0,,0.0,0.0,0,
Mark Herrmann,24,BAL,2,1,0,0,,0,,0.0,0.0,2,
Eddie Hill,26,MIA,16,0,0,0,,0,,0.0,0.0,0,
Eric Hipple,26,DET,16,16,0,0,,0,,0.0,0.0,12,
Gary Hogeboom,25,DAL,6,0,0,0,,0,,0.0,0.0,0,
Bob Holly,23,WAS,5,0,0,0,,0,,0.0,0.0,2,
David Humm,31,RAI,6,0,0,0,,0,,0.0,0.0,0,
Anthony Hutchison,22,CHI,16,0,0,0,,0,,0.0,0.0,1,
John James,34,HOU,16,0,0,0,,0,,0.0,0.0,0,
Ron Jaworski,32,PHI,16,16,0,0,,0,,0.0,0.0,11,
Jeff Kemp,24,RAM,4,0,0,0,,0,,0.0,0.0,2,
Mike Kerrigan,23,NWE,1,0,0,0,,0,,0.0,0.0,0,
Matt Kofler,24,BUF,16,0,0,0,,0,,0.0,0.0,0,
Jeff Komlo,27,TAM,2,0,0,0,,0,,0.0,0.0,2,
Tommy Kramer,28,MIN,3,3,0,0,,0,,0.0,0.0,2,
Barry Krauss,26,BAL,16,16,0,0,,0,,0.0,0.0,0,
Gary Kubiak,22,DEN,4,1,0,0,,0,,0.0,0.0,0,
Rusty Lisch,27,STL,4,0,0,0,,0,,0.0,0.0,1,
Neil Lomax,24,STL,13,13,0,0,,0,,0.0,0.0,9,
Oliver Luck,23,HOU,7,6,0,0,,0,,0.0,0.0,5,
Ed Luther,26,SDG,16,6,0,0,,0,,0.0,0.0,6,
Archie Manning,34,2TM,5,3,0,0,,0,,0.0,0.0,2,
Archie Manning,34,HOU,3,3,0,0,,0,,0.0,0.0,2,
Archie Manning,34,MIN,2,0,0,0,,0,,0.0,0.0,0,
Dan Marino,22,MIA,11,9,0,0,,0,,0.0,0.0,5,"PB,AP-2,AP MVP-3,AP OPoY-3,AP ORoY-2"
Bruce Mathison,24,SDG,1,0,0,0,,0,,0.0,0.0,1,
Paul McDonald,25,CLE,16,2,0,0,,0,,0.0,0.0,1,
Guido Merkens,28,NOR,16,0,0,0,,0,,0.0,0.0,0,
Terdell Middleton,28,TAM,7,0,0,0,,0,,0.0,0.0,0,
Joe Montana,27,SFO,16,16,0,0,,0,,0.0,0.0,3,"PB,AP MVP-5,AP OPoY-5"
Mike Moroski,26,ATL,16,2,0,0,,0,,0.0,0.0,2,
Robert Newhouse,33,DAL,16,0,0,0,,0,,0.0,0.0,3,
Gifford Nielsen,29,HOU,7,7,0,0,,0,,0.0,0.0,6,
Henry Odom,24,PIT,16,0,0,0,,0,,0.0,0.0,2,
Tom Orosz,24,SFO,16,0,0,0,,0,,0.0,0.0,1,
Mike Pagel,23,BAL,15,15,0,0,,0,,0.0,0.0,4,
Bob Parsons,33,CHI,14,0,0,0,,0,,0.0,0.0,0,
Dan Pastorini,34,PHI,3,0,0,0,,0,,0.0,0.0,1,
Benny Perrin,24,STL,16,16,0,0,,0,,0.0,0.0,0,
Joe Pisarcik,31,PHI,5,0,0,0,,0,,0.0,0.0,1,
Jim Plunkett,36,RAI,14,13,0,0,,0,,0.0,0.0,7,
Luke Prestridge,27,DEN,16,0,0,0,,0,,0.0,0.0,0,
Mark Reed,24,BAL,1,0,0,0,,0,,0.0,0.0,0,
Jimmy Rogers,28,NOR,16,0,0,0,,0,,0.0,0.0,2,
Max Runager,27,PHI,12,0,0,0,,0,,0.0,0.0,0,
Jeff Rutledge,26,NYG,4,4,0,0,,0,,0.0,0.0,6,
Pat Ryan,28,NYJ,16,0,0,0,,0,,0.0,0.0,2,
Turk Schonert,26,CIN,9,3,0,0,,0,,0.0,0.0,6,
Luis Sharpe,23,STL,16,16,0,0,,0,,0.0,0.0,0,
Brian Sipe,34,CLE,15,14,0,0,,0,,0.0,0.0,6,
Ken Stabler,38,NOR,14,14,0,0,,0,,0.0,0.0,4,
Rohn Stark,24,BAL,16,0,0,0,,0,,0.0,0.0,0,AP-1
Cliff Stoudt,28,PIT,16,15,0,0,,0,,0.0,0.0,10,
Don Strock,33,MIA,15,2,0,0,,0,,0.0,0.0,0,
Joe Theismann,34,WAS,16,16,0,0,,0,,0.0,0.0,1,"PB,AP-1,AP MVP-1,AP OPoY-1"
Jack Thompson,27,TAM,14,13,0,0,,0,,0.0,0.0,10,
Richard Todd,30,NYJ,16,16,0,0,,0,,0.0,0.0,5,
David Whitehurst,28,GNB,4,0,0,0,,0,,0.0,0.0,2,
Richard Williams,23,ATL,14,0,0,0,,0,,0.0,0.0,1,
Van Williams,24,BUF,16,1,0,0,,0,,0.0,0.0,2,
Chester Willis,25,RAI,13,0,0,0,,0,,0.0,0.0,1,
Dave Wilson,24,NOR,8,2,0,0,,0,,0.0,0.0,5,
Marc Wilson,26,RAI,10,3,0,0,,0,,0.0,0.0,4,
Tim Wilson,29,NOR,6,0,0,0,,0,,0.0,0.0,0,
Wade Wilson,24,MIN,1,1,0,0,,0,,0.0,0.0,1,
Otis Wonsley,26,WAS,16,0,0,0,,0,,0.0,0.0,0,
Jim Zorn,30,SEA,16,8,0,0,,0,,0.0,0.0,4,
League Average,,,,,,,,,,1.3,16.7,,
