Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Sfty,Awards
Charlie Smith,31,PHI,WR,16,14,0,0,0,0,,2,0,0,0,0.0,,0,
Keena Turner,23,SFO,ROLB,16,14,1,0,0,0,,0,3,0,0,3.0,,0,
Rick Walker,26,WAS,TE,16,14,0,0,0,0,,0,1,0,0,0.0,,0,
Dwayne Woodruff,24,PIT,LCB,16,14,1,17,0,17,,1,1,0,0,1.0,,0,
Rush Brown,27,STL,RDT,16,13,0,0,0,0,,0,0,0,0,3.5,,0,
David Carter,28,HOU,C,16,13,0,0,0,0,,0,1,0,0,0.0,,0,
George Collins,26,STL,LT,16,13,0,0,0,0,,0,1,0,0,0.0,,0,
Steve Foley,28,DEN,FS,16,13,5,81,0,24,,0,1,0,0,0.0,,0,
Derrick Hatchett,23,BAL,LCB,16,13,2,8,0,8,,0,0,0,0,0.0,,0,
Jerry Holmes,24,NYJ,RCB,16,13,1,0,0,0,,0,1,0,0,0.0,,0,
Derrick Jensen,25,OAK,FB,16,13,0,0,0,0,,0,1,0,0,0.0,,0,
E.J. Junior,22,STL,RLB,16,13,1,5,0,5,,0,0,0,0,0.0,,0,
Barry Krauss,24,BAL,RLB/LLB,16,13,1,10,0,10,,0,2,0,0,1.0,,0,
Casey Merrill,24,GNB,RDE,16,13,0,0,0,0,,0,3,0,0,7.0,,0,
Rob Nairne,27,NOR,ROLB,16,13,1,18,0,18,,0,2,0,0,1.0,,0,
Doug Smith,25,RAM,RT/RG,16,13,0,0,0,0,,1,0,0,0,0.0,,0,
Ron Springs,25,DAL,FB,16,13,0,0,0,0,,3,4,11,0,0.0,,0,
Steve Watson,24,DEN,WR,16,13,0,0,0,0,,0,2,0,0,0.0,,0,"PB,AP-2"
Dave Waymer,23,NOR,LCB,16,13,4,54,0,31,,0,2,0,0,0.0,,0,
Rickey Young,28,MIN,RB,16,13,0,0,0,0,,4,0,0,0,0.0,,0,
Jerry Eckwood,27,TAM,RB,16,12,0,0,0,0,,3,2,0,0,0.0,,0,
Andy Hawkins,23,TAM,LOLB,16,12,0,0,0,0,,0,1,3,0,2.0,,0,
Harlan Huckleby,24,GNB,RB,16,12,0,0,0,0,,3,0,0,0,0.0,,0,
Doug Plank,28,CHI,FS,16,12,0,0,0,0,,0,4,6,0,3.0,,1,
Derrick Ramsey,25,OAK,TE,16,12,0,0,0,0,,2,1,0,0,0.0,,0,
Pete Shaw,27,SDG,SS,16,12,3,50,0,23,,0,1,0,0,0.0,,0,
Everson Walls,22,DAL,LCB,16,12,11,133,0,33,,0,1,0,0,0.0,,0,PB
Dwaine Board,25,SFO,RDE,16,11,0,0,0,0,,0,0,0,0,7.0,,0,
Wes Chandler,25,2TM,WR,16,15,0,0,0,0,,1,1,51,0,0.0,,0,
Wes Chandler,25,NOR,WR,4,4,0,0,0,0,,0,1,51,0,0.0,,0,
Wes Chandler,25,SDG,WR,12,11,0,0,0,0,,1,0,0,0,0.0,,0,
Tony Collins,22,NWE,RB,16,11,0,0,0,0,,8,2,0,0,0.0,,0,
Earl Cooper,24,SFO,FB,16,11,0,0,0,0,,3,1,0,0,0.0,,0,
Andra Franklin,22,MIA,FB,16,11,0,0,0,0,,5,1,0,0,0.0,,0,
Curtis Greer,24,STL,RDE,16,11,0,0,0,0,,0,4,2,0,12.5,,0,
Al Harris,24,CHI,RDE,16,11,1,44,1,44,,0,3,5,0,2.0,,0,
Bryan Hicks,24,CIN,FS,16,11,0,0,0,0,,0,2,3,0,0.0,,0,
Bob Horn,27,SDG,MLB,16,11,1,12,0,12,,0,0,0,0,0.0,,0,
Guido Merkens,26,NOR,WR,16,11,0,0,0,0,,1,3,0,0,0.0,,0,
Dave Ahrens,23,STL,MLB,16,10,1,14,1,14,,0,0,0,0,0.0,,0,
Eric Hipple,24,DET,QB,16,10,0,0,0,0,,14,4,-10,0,0.0,,0,
Monte Jackson,28,OAK,RCB,16,10,0,0,0,0,,0,1,0,0,0.0,,0,
Bobby Kemp,22,CIN,SS,16,10,0,0,0,0,,0,0,0,0,1.0,,0,
Karl Lorch,31,WAS,LDE,16,10,0,0,0,0,,0,2,0,0,4.0,,0,
Roy Simmons,25,NYG,LG,16,10,0,0,0,0,,0,2,0,0,0.0,,0,
Tim Wilson,27,HOU,FB,16,10,0,0,0,0,,2,0,0,0,0.0,,0,
Theo Bell,28,TAM,WR,16,9,0,0,0,0,,1,0,0,0,0.0,,0,
Jon Borchardt,24,BUF,LG,16,9,0,0,0,0,,0,1,0,0,0.0,,0,
Bob Golic,24,NWE,RILB,16,9,0,0,0,0,,0,1,0,0,0.0,,0,
Jeff Griffin,23,STL,LCB,16,9,1,4,0,4,,0,0,0,0,0.0,,0,
Tony Hill,25,DAL,WR,16,9,0,0,0,0,,1,0,0,0,0.0,,0,
Dexter Manley,22,WAS,RDE,16,9,0,0,0,0,,0,0,0,0,6.0,,0,
Doug Martin,24,MIN,RDE,16,9,0,0,0,0,,0,1,0,0,6.0,,0,
Bill Matthews,25,NWE,RILB,16,9,0,0,0,0,,0,1,0,0,0.0,,0,
Tony McGee,32,NWE,LDE,16,9,0,0,0,0,,0,1,0,0,6.0,,0,
Whitney Paul,28,KAN,LOLB,16,9,2,30,0,25,,0,1,47,1,3.0,,0,
Eric Sievers,24,SDG,TE,16,9,0,0,0,0,,1,1,0,0,0.0,,0,
Mike Singletary,23,CHI,MLB,16,9,1,-3,0,-3,,0,0,0,0,0.0,,0,
Roger Wehrli,34,STL,RCB,16,9,4,8,0,6,,0,0,0,0,0.0,,0,
Matt Cavanaugh,25,NWE,QB,16,8,0,0,0,0,,2,0,0,0,0.0,,0,
Reggie Doss,25,RAM,RDT,16,8,0,0,0,0,,0,1,0,0,2.5,,0,
Randy Holloway,26,MIN,RDE,16,8,0,0,0,0,,0,1,45,1,6.0,,0,
Ken Kremer,24,KAN,NT,16,8,0,0,0,0,,0,2,0,0,8.0,,0,
Don Parrish,26,KAN,NT,16,8,0,0,0,0,,0,3,0,0,2.0,,0,
Ed Smith,24,BAL,MLB,16,8,2,11,0,8,,0,0,0,0,0.0,,0,
Sherman Smith,27,SEA,RB,16,8,0,0,0,0,,3,2,0,0,0.0,,0,
Gerry Sullivan,29,CLE,C,16,8,0,0,0,0,,0,2,0,0,0.0,,0,
Charles White,23,CLE,RB,16,8,0,0,0,0,,8,3,0,0,0.0,,0,
Jeris White,29,WAS,LCB,16,8,0,0,0,0,,0,2,3,0,1.0,,0,
Bruce Harper,26,NYJ,RB,16,7,0,0,0,0,,7,2,0,0,0.0,,0,
LeRoy Irvin,24,RAM,LCB,16,7,3,18,0,18,,3,3,14,0,1.0,,0,AP-1
Ken Margerum,23,CHI,WR,16,7,0,0,0,0,,0,1,0,0,0.0,,0,
Mark Murphy,23,GNB,SS,16,7,3,57,0,50,,0,2,0,0,0.0,,0,
Tom Newton,27,NYJ,FB,16,7,0,0,0,0,,2,0,0,0,0.0,,0,
Dave Stalls,26,TAM,LDE,16,7,0,0,0,0,,0,1,0,0,1.0,,0,
Don Bessillieu,25,MIA,FS,16,6,1,0,0,0,,1,2,0,0,0.0,,0,
Scott Brunner,24,NYG,QB,16,6,0,0,0,0,,6,2,-3,0,0.0,,0,
John Cappelletti,29,SDG,FB,16,6,0,0,0,0,,3,0,0,0,0.0,,0,
Ron Egloff,26,DEN,TE,16,6,0,0,0,0,,2,1,6,0,0.0,,0,
Wilson Faumuina,27,ATL,RDE,16,6,0,0,0,0,,0,1,0,0,2.5,,0,
John Holt,22,TAM,RCB,16,6,1,13,0,13,,1,0,0,0,0.0,,0,
Roland James,23,NWE,RCB,16,6,2,29,0,21,,1,1,0,0,0.0,,0,
Bob Kohrs,23,PIT,LDE,16,6,0,0,0,0,,0,1,0,0,5.5,,0,
George Martin,28,NYG,LDE,16,6,0,0,0,0,,0,3,28,2,11.0,,0,
Haven Moses,35,DEN,WR,16,6,0,0,0,0,,1,0,0,0,0.0,,0,
Dwayne O'Steen,27,OAK,RCB,16,6,1,2,0,2,,0,3,0,0,0.0,,0,
Leon Perry,24,NYG,RB,16,6,0,0,0,0,,4,2,2,0,0.0,,0,
Craig Puki,24,SFO,RILB,16,6,0,0,0,0,,0,2,0,0,0.0,,0,
Doug Sutherland,33,SEA,RDT,16,6,0,0,0,0,,0,1,0,0,1.5,,0,
Hosea Taylor,23,BAL,RDE,16,6,0,0,0,0,,0,1,0,0,2.0,,1,
Sidney Thornton,27,PIT,RB,16,6,0,0,0,0,,6,1,0,0,0.0,,0,
Guy Brown,26,DAL,LLB,16,5,1,28,0,28,,0,0,0,0,0.0,,0,
Johnny Davis,25,SFO,RB,16,5,0,0,0,0,,1,0,0,0,0.0,,0,
Mike Hartenstine,28,CHI,RDE,16,5,0,0,0,0,,0,1,4,0,2.0,,0,
Brian Holloway,22,NWE,LT,16,5,0,0,0,0,,0,1,0,0,0.0,,0,
Roosevelt Leaks,28,BUF,FB,16,5,0,0,0,0,,1,0,0,0,0.0,,0,
Dave Lindstrom,27,KAN,LDE,16,5,0,0,0,0,,0,0,0,0,1.5,,0,
Jay Saldi,27,DAL,TE,16,5,0,0,0,0,,0,2,0,0,0.0,,0,
Walt Williams,27,MIN,LCB,16,5,0,0,0,0,,0,0,0,0,0.0,,1,
Thomas Brown,24,CLE,DE,16,4,0,0,0,0,,0,1,0,0,3.0,,0,
Mark Buben,24,NWE,DE,16,4,1,49,0,49,,0,1,31,0,0.0,,0,
Scott Dierking,26,NYJ,RB,16,4,0,0,0,0,,2,1,0,0,0.0,,0,
Hector Gray,24,DET,DB,16,4,1,0,0,0,,0,0,0,0,0.0,,0,
Mike Guman,23,RAM,RB,16,4,0,0,0,0,,2,0,0,0,0.0,,0,
Bruce Hardy,25,MIA,TE,16,4,0,0,0,0,,1,0,0,0,0.0,,0,
Rod Horn,25,CIN,NT,16,4,0,0,0,0,,0,1,0,0,0.0,,0,
Jesse Johnson,24,NYJ,DB,16,4,0,0,0,0,,0,1,0,0,0.0,,0,
Dave Lafary,26,NOR,T,16,4,0,0,0,0,,0,1,0,0,0.0,,0,
Stan Rome,25,KAN,WR,16,4,0,0,0,0,,0,1,13,0,0.0,,0,
Dwight Scales,28,SDG,WR,16,4,0,0,0,0,,1,0,0,0,0.0,,0,
Dennis Smith,22,DEN,DB,16,4,1,65,0,65,,0,2,0,0,0.0,45,0,
Revie Sorey,28,CHI,G,16,4,0,0,0,0,,0,1,0,0,0.0,,0,
Loren Toews,30,PIT,LB,16,4,0,0,0,0,,0,1,0,0,0.0,,0,
Phil Villapiano,32,BUF,LB,16,4,0,0,0,0,,0,1,0,0,0.0,,0,
Steve Wilson,24,DAL,CB,16,4,2,0,0,0,,0,1,0,0,0.0,,0,
Richard Blackmore,25,PHI,DB,16,3,2,43,0,25,,0,1,0,0,0.0,,0,
Ron Crosby,26,NYJ,LB,16,3,0,0,0,0,,0,0,0,0,1.0,,0,
Earnest Gray,24,NYG,WR,16,3,0,0,0,0,,1,0,0,0,0.0,,0,
Mike Harden,22,DEN,DB,16,3,2,34,0,38,,0,1,0,0,0.0,,0,
Byron Hunt,23,NYG,LB,16,3,1,7,0,7,,0,0,0,0,1.5,,0,
Ezra Johnson,26,GNB,DE,16,3,0,0,0,0,,0,0,0,0,4.5,,0,
Gregg Johnson,23,SEA,DB,16,3,0,0,0,0,,2,4,31,1,0.0,,0,
Bobby Jones,26,NYJ,WR,16,3,0,0,0,0,,0,1,61,1,0.0,,0,
Jim Leonard,24,TAM,G,16,3,0,0,0,0,,1,0,-6,0,0.0,,0,
Tom Mullady,24,NYG,TE,16,3,0,0,0,0,,1,0,0,0,0.0,,0,
Reggie Pinkney,26,BAL,DB,16,3,1,0,0,0,,0,0,0,0,0.0,,0,
Frank Wattelet,23,NOR,DB,16,3,3,16,0,16,,0,1,0,0,0.0,,0,
Adger Armstrong,24,HOU,RB,16,2,0,0,0,0,,2,0,0,0,0.0,,0,
Gary Burley,29,CIN,DE,16,2,0,0,0,0,,0,0,0,0,2.0,,0,
Herb Christopher,27,KAN,DB,16,2,0,0,0,0,,0,1,0,0,0.0,,0,
Larry Flowers,23,NYG,DB,16,2,1,9,0,9,,0,1,0,0,0.0,,0,
Roy Green,24,STL,SS,16,2,3,44,0,29,,2,0,0,0,0.0,,0,
Drew Hill,25,RAM,WR,16,2,0,0,0,0,,1,1,0,0,0.0,,0,
David Hughes,22,SEA,FB,16,2,0,0,0,0,,4,1,0,0,0.0,,0,
Rick Kane,27,DET,RB,16,2,0,0,0,0,,2,0,0,0,0.0,,0,
Terry LeCount,25,MIN,WR,16,2,0,0,0,0,,0,1,0,0,0.0,,0,
Bobby Leopold,24,SFO,LB,16,2,0,0,0,0,,0,2,0,0,0.5,,0,
Terry Metcalf,30,WAS,RB,16,2,0,0,0,0,,6,1,0,0,0.0,,0,
Rick Razzano,26,CIN,LB,16,2,1,11,0,11,,0,0,0,0,0.0,,0,
Ted Thompson,28,HOU,LB,16,2,0,0,0,0,,0,0,0,0,0.5,,0,
Fulton Walker,23,MIA,DB,16,2,1,0,0,0,,4,2,0,0,0.0,,0,
Arthur Whittington,26,OAK,RB,16,2,0,0,0,0,,4,0,0,0,0.0,,0,
Jesse Baker,24,HOU,DE,16,1,0,0,0,0,,0,1,0,0,10.0,,0,
Benny Barnes,30,DAL,DB,16,1,1,24,0,24,,1,2,72,1,1.0,,0,
Malcolm Barnwell,23,OAK,WR,16,1,0,0,0,0,,2,0,0,0,0.0,,0,
Kim Bokamper,27,MIA,DE,16,1,0,0,0,0,,0,0,0,0,7.5,,0,
Phil Cancik,24,KAN,LB,16,1,0,0,0,0,,0,1,0,0,0.0,,0,
Mike Cobb,26,CHI,TE,16,1,0,0,0,0,,0,1,0,0,0.0,,0,
Zachary Dixon,25,BAL,RB,16,1,0,0,0,0,,1,0,0,0,0.0,,0,
Keith Ferguson,22,SDG,DE,16,1,0,0,0,0,,0,0,0,0,3.5,,0,
Elvis Franks,24,CLE,DE,16,1,0,0,0,0,,0,0,0,0,1.0,,0,
Alvin Hall,23,DET,DB,16,1,1,60,1,60,,1,0,0,0,0.0,,0,
Joe Harris,29,RAM,LB,16,1,1,7,0,7,,0,2,21,1,4.0,,0,
Roland Hooks,28,BUF,RB,16,1,0,0,0,0,,1,0,0,0,0.0,,0,
Tunch Ilkin,24,PIT,T,16,1,0,0,0,0,,0,1,0,0,0.0,,0,
Billy Jackson,22,KAN,RB,16,1,0,0,0,0,,1,0,0,0,0.0,,0,
Bill Kay,21,HOU,DB,16,1,2,47,0,30,,0,0,0,0,0.0,,0,
Steve Kreider,23,CIN,WR,16,1,0,0,0,0,,2,0,0,0,0.0,,0,
James Owens,26,TAM,RB,16,1,0,0,0,0,,1,1,0,0,0.0,,0,
Ray Phillips,27,PHI,LB,16,1,1,0,0,0,,0,0,0,0,0.0,,0,
Mike St. Clair,28,CIN,DE,16,1,0,0,0,0,,0,1,12,1,3.0,,0,
Mike Stensrud,25,HOU,DE,16,1,0,0,0,0,,0,1,0,0,4.0,,0,
Phil Tabor,25,NYG,DE,16,1,0,0,0,0,,0,0,0,0,2.5,,0,
Mosi Tatupu,26,NWE,RB,16,1,0,0,0,0,,2,3,0,0,0.0,,0,
Tommy Vigorito,22,MIA,RB,16,1,0,0,0,0,,1,0,0,0,0.0,,0,
Anthony Washington,23,PIT,DB,16,1,3,46,0,35,,0,0,0,0,0.0,,0,
Jimmy Webb,29,SDG,DT,16,1,0,0,0,0,,0,0,0,0,2.5,,0,
John Zamberlin,25,NWE,LB,16,1,1,11,0,11,,0,1,0,0,0.0,,0,
Kurt Allerman,26,GNB,LB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Larry Anderson,25,PIT,DB,16,0,0,0,0,0,,1,0,0,0,0.0,,0,
Todd Bell,23,CHI,FS,16,0,1,92,1,92,,0,1,0,0,0.0,,0,
Rufus Bess,25,BUF,DB,16,0,1,12,0,12,,0,2,4,0,0.0,,0,
Larry Bethea,25,DAL,DT,16,0,0,0,0,0,,0,0,0,0,2.0,,0,
Luther Bradley,26,DET,DB,16,0,1,0,0,0,,0,1,0,0,0.0,,0,
Scot Brantley,23,TAM,LB,16,0,1,2,0,2,,0,0,0,0,0.0,,0,
Greg Brown,24,PHI,DE,16,0,0,0,0,0,,0,2,7,1,7.0,,0,
Steve Busick,23,DEN,LB,16,0,0,0,0,0,,0,2,3,0,0.0,,0,
Ken Callicutt,26,DET,RB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Billy Campfield,25,PHI,RB,16,0,0,0,0,0,,3,2,1,0,0.0,,0,
Larry Canada,27,DEN,RB,16,0,0,0,0,0,,1,1,0,0,0.0,,0,
Todd Christensen,25,OAK,TE,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Ken Clarke,25,PHI,NT,16,0,0,0,0,0,,0,0,0,0,6.0,,1,
Ronnie Coleman,30,HOU,RB,16,0,0,0,0,0,,2,0,0,0,0.0,,0,
Mike Connell,25,WAS,P,16,0,0,0,0,0,,2,2,-8,0,0.0,,0,
Doug Cosbie,25,DAL,TE,16,0,0,0,0,0,,1,0,0,0,0.0,,0,
Mike Curcio,24,PHI,LB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Russell Davis,25,PIT,RB,16,0,0,0,0,0,,3,2,0,0,0.0,,0,
Anthony Dickerson,24,DAL,LB,16,0,0,0,0,0,,0,2,0,0,4.0,,0,
Ray Ellis,22,PHI,DB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Russell Erxleben,24,NOR,P,16,0,0,0,0,0,,1,0,0,0,0.0,,0,
Jeff Fisher,23,CHI,DB,16,0,2,3,0,3,,3,1,0,0,0.0,,0,
Judson Flint,24,CLE,DB,16,0,2,33,0,33,,0,0,0,0,0.0,,0,
Ray Guy,32,OAK,P,16,0,0,0,0,0,,1,0,0,0,0.0,,0,
Cedrick Hardman,33,OAK,DE,16,0,0,0,0,0,,0,1,52,1,5.0,,0,
Willard Harrell,29,STL,RB,16,0,0,0,0,0,,0,1,2,0,0.0,,0,
Carter Hartwig,25,HOU,DB,16,0,3,78,0,36,,0,1,0,0,0.0,,0,
Wally Henry,27,PHI,WR,16,0,0,0,0,0,,4,1,0,0,0.0,,0,
Bruce Herron,27,CHI,LB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Estus Hood,26,GNB,DB,16,0,3,59,1,41,,0,0,0,0,0.0,,0,
Nat Hudson,24,NOR,G,16,0,0,0,0,0,,0,1,14,0,0.0,,0,
Mike Humiston,22,BUF,LB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Scott Hutchinson,25,TAM,DE,16,0,0,0,0,0,,0,0,0,0,1.0,,0,
Alfred Jackson,26,ATL,WR,16,0,0,0,0,0,,0,1,0,1,0.0,,0,
Paul Johns,23,SEA,WR,16,0,0,0,0,0,,1,0,0,0,0.0,,0,
Andy Johnson,29,NWE,RB,16,0,0,0,0,0,,1,0,0,0,0.0,,0,
Dennis Johnson,23,MIN,LB,16,0,0,0,0,0,,0,0,0,0,1.0,,0,
Eddie Johnson,22,CLE,LB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Ken Johnson,26,BUF,DE,16,0,0,0,0,0,,0,2,0,0,8.0,,0,
Earl Jones,24,ATL,DB,16,0,2,42,0,39,,0,0,0,0,0.0,,0,
James Jones,23,DAL,RB,16,0,0,0,0,0,,4,2,0,0,0.0,,0,
Ricky Jones,26,BAL,LB,16,0,0,0,0,0,,0,1,0,0,0.5,,0,
Rod Kush,25,BUF,DB,16,0,1,19,0,19,,1,3,5,0,5.5,,0,
Jim Laslavic,30,SDG,LB,16,0,0,0,0,0,,0,1,38,0,0.0,,0,
Don Latimer,26,DEN,NT,16,0,0,0,0,0,,0,1,0,0,2.5,,0,
David Little,22,PIT,LB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Howie Long,21,OAK,DE,16,0,0,0,0,0,,0,0,0,0,7.5,,0,
Kevin Long,26,NYJ,RB,16,0,0,0,0,0,,2,1,0,0,0.0,,0,
Randy Love,25,STL,RB,16,0,0,0,0,0,,0,2,0,0,0.0,,0,
Nick Lowery,25,KAN,K,16,0,0,0,0,0,,0,1,0,0,0.0,,0,"PB,AP-2"
Rob Lytle,27,DEN,RB,16,0,0,0,0,0,,1,0,0,0,0.0,,0,
Wade Manning,26,DEN,WR,16,0,0,0,0,0,,3,0,0,0,0.0,,0,
Brison Manor,29,DEN,DE,16,0,1,16,0,16,,0,0,0,0,4.0,,0,
Frank Marion,30,NYG,LB,16,0,0,0,0,0,,0,1,3,0,0.0,,0,
Robbie Martin,23,DET,WR,16,0,0,0,0,0,,3,2,0,0,0.0,,0,
James Mayberry,24,ATL,RB,16,0,0,0,0,0,,1,0,0,0,0.0,,0,
Stafford Mays,23,STL,DE,16,0,0,0,0,0,,0,1,0,0,2.5,,0,
Milt McColl,22,SFO,LB,16,0,1,22,0,22,,0,0,0,0,1.0,,0,
Nick Mike-Mayer,31,BUF,K,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Leonard Mitchell,23,PHI,T,16,0,0,0,0,0,,0,0,0,0,1.0,,0,
Stump Mitchell,22,STL,RB,16,0,0,0,0,0,,3,0,0,0,0.0,,0,
Phil Murphy,24,RAM,DT,16,0,0,0,0,0,,0,1,0,0,1.0,,0,
Dana Nafziger,28,TAM,LB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Kenny Neil,22,NYJ,DT,16,0,0,0,0,0,,0,1,0,0,0.5,,0,
Mike Nelms,26,WAS,DB,16,0,1,3,0,3,,2,0,0,0,0.0,,0,"PB,AP-2"
Keith Nord,24,MIN,DB,16,0,0,0,0,0,,2,1,0,0,0.0,,0,
Neil O'Donoghue,28,STL,K,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Tom Orosz,22,MIA,P,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Ervin Parker,23,BUF,LB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Eddie Payton,30,MIN,RB,16,0,0,0,0,0,,5,1,0,0,0.0,,0,
Scott Pelluer,22,NOR,LB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Luke Prestridge,25,DEN,P,16,0,0,0,0,0,,1,0,0,0,0.0,,0,
Chuck Ramsey,29,NYJ,P,16,0,0,0,0,0,,2,1,-39,0,0.0,,0,
Avon Riley,23,HOU,LB,16,0,0,0,0,0,,0,1,6,0,0.0,,0,
Joe Rose,24,MIA,TE,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Jeff Schuh,23,CIN,LB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Robin Sendlein,23,MIN,LB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
David Shula,22,BAL,WR,16,0,0,0,0,0,,2,2,0,0,0.0,,0,
Steve Shull,23,MIA,LB,16,0,0,0,0,0,,0,2,0,0,0.0,,0,
Daryle Skaugstad,24,HOU,NT,16,0,0,0,0,0,,0,2,0,0,0.5,,0,
Lucious Smith,24,RAM,DB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Kurt Sohn,24,NYJ,WR,16,0,0,0,0,0,,5,2,0,0,0.0,,0,
Ray Strong,25,ATL,RB,16,0,0,0,0,0,,1,3,0,0,0.0,,0,
Ivory Sully,24,RAM,DB,16,0,0,0,0,0,,1,2,0,0,1.0,,0,
Glen Titensor,23,DAL,G,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Ken Toler,22,NWE,WR,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
David Trout,24,PIT,K,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Toussaint Tyler,22,NOR,RB,16,0,0,0,0,0,,4,0,0,0,0.0,,0,
Zack Valentine,24,PIT,LB,16,0,0,0,0,0,,0,2,0,0,0.0,,0,
David Verser,23,CIN,WR,16,0,0,0,0,0,,2,0,0,0,0.0,,0,
Frank Warren,22,NOR,DE,16,0,0,0,0,0,,0,1,0,0,3.5,20,0,
Ted Watts,23,OAK,DB,16,0,1,12,0,12,,3,2,1,0,0.0,,0,
Bill Whitaker,22,GNB,DB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Jim Wilks,23,NOR,DE,16,0,0,0,0,0,,0,2,0,0,3.5,,0,
Mike Wilson,23,SFO,WR,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Wayne Wilson,24,NOR,RB,16,0,0,0,0,0,,1,1,0,0,0.0,,0,
Scott Woerner,23,ATL,DB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
James Wright,25,DEN,TE,16,0,0,0,0,0,,0,1,1,0,0.0,,0,
Jimmy Allen,29,DET,FS,15,15,9,123,0,34,,0,1,0,0,0.0,,0,
Lyle Alzado,32,CLE,RDE,15,15,0,0,0,0,,0,1,0,0,8.5,,0,
George Andrews,26,RAM,RLB,15,15,0,0,0,0,,0,0,0,0,0.5,,0,
Doug Betters,25,MIA,LDE,15,15,0,0,0,0,,0,0,0,0,5.0,,0,
Joe Cribbs,23,BUF,RB,15,15,0,0,0,0,,12,1,0,0,0.0,,0,PB
Bennie Cunningham,27,PIT,TE,15,15,0,0,0,0,,0,1,0,0,0.0,,0,
Preston Dennard,26,RAM,WR,15,15,0,0,0,0,,1,1,0,0,0.0,,0,
Curtis Dickey,25,BAL,RB,15,15,0,0,0,0,,8,0,0,0,0.0,,0,
Andy Dorris,30,HOU,LDE,15,15,0,0,0,0,,0,1,0,0,5.0,,0,
Michael Downs,22,DAL,FS,15,15,7,81,0,25,,0,1,0,0,0.0,,0,
Derrel Gofourth,26,GNB,LG,15,15,0,0,0,0,,0,1,0,0,0.0,,0,
Ken Greene,25,STL,FS,15,15,7,111,0,47,,0,1,0,0,0.0,,0,
Mike Hawkins,26,NWE,LOLB,15,15,1,16,0,16,,0,2,0,0,1.5,,0,
David Hill,27,DET,TE,15,15,0,0,0,0,,1,0,0,0,0.0,,0,
Bert Jones,30,BAL,QB,15,15,0,0,0,0,,3,1,0,0,0.0,,0,
Ken Jones,29,BUF,LT,15,15,0,0,0,0,,0,2,0,0,0.0,,0,
Jim Kovach,25,NOR,RILB,15,15,1,13,0,13,,0,1,0,0,1.0,,0,
Don Macek,27,SDG,C,15,15,0,0,0,0,,0,1,0,0,0.0,,0,
Lance Mehl,23,NYJ,RLB,15,15,3,17,0,10,,0,1,0,0,1.0,,0,
Wilbert Montgomery,27,PHI,RB,15,15,0,0,0,0,,6,2,0,0,0.0,,0,
Craig Morton,38,DEN,QB,15,15,0,0,0,0,,2,0,0,0,0.0,,0,AP MVP-4
Mark Mullaney,28,MIN,LDE,15,15,0,0,0,0,,0,1,0,0,3.0,,0,
Lee Nelson,27,STL,SS,15,15,0,0,0,0,,0,2,0,0,2.0,,0,
Riley Odoms,31,DEN,TE,15,15,0,0,0,0,,1,0,0,0,0.0,,0,
Johnnie Poe,22,NOR,RCB,15,15,1,0,0,0,,0,1,10,0,0.0,,0,
Bob Pollard,33,STL,LDE,15,15,0,0,0,0,,0,1,0,0,1.0,,0,
Robert Pratt,30,BAL,LG,15,15,0,0,0,0,,1,1,0,0,0.0,,0,
Dave Pureifory,32,DET,LDE,15,15,0,0,0,0,,0,0,0,0,11.5,,0,
Jerry Robinson,25,PHI,ROLB,15,15,1,3,0,3,,0,2,0,0,3.0,,0,"PB,AP-2"
Freddie Solomon,28,SFO,WR,15,15,0,0,0,0,,3,2,0,0,0.0,,0,
Jim Stuckey,23,SFO,LDE,15,15,0,0,0,0,,0,1,0,0,2.5,,0,
Wendell Tyler,26,RAM,RB,15,15,0,0,0,0,,11,4,1,0,0.0,,0,
Brenard Wilson,26,PHI,FS,15,15,5,73,0,26,,0,0,0,0,0.0,,0,
