Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Sfty,Awards
Kerry Justin,28,SEA,LCB,16,10,1,2,0,2,,0,0,0,0,0.0,,0,
Terry Kinard,24,NYG,FS,16,10,3,49,0,25,,0,1,10,0,1.0,,0,AP DRoY-11
Steve McMichael,26,CHI,RDT,16,10,0,0,0,0,1,0,2,0,0,8.5,37,0,
Nathan Poole,27,DEN,FB,16,10,0,0,0,0,,1,1,-1,0,0.0,,0,
Jerome Sally,24,NYG,NT,16,10,0,0,0,0,,0,1,0,0,4.5,,0,
Toby Williams,24,NWE,LDE,16,10,0,0,0,0,,0,0,0,0,2.0,,0,
Keith Baldwin,23,CLE,RDE,16,9,0,0,0,0,,0,0,0,0,1.0,,0,
Gerald Carter,26,TAM,WR,16,9,0,0,0,0,,3,0,0,0,0.0,,0,
Mel Carver,24,TAM,RB,16,9,0,0,0,0,,6,2,0,0,0.0,,0,
Arthur Cox,22,ATL,TE,16,9,0,0,0,0,,1,0,0,0,0.0,,0,
Ken Greene,27,SDG,FS,16,9,0,0,0,0,,0,1,0,0,0.0,,0,
Dennis McKnight,24,SDG,C,16,9,0,0,0,0,,0,2,0,0,0.0,,0,
Joseph Pellegrini,26,NYJ,LG,16,9,0,0,0,0,,0,1,0,0,0.0,,0,
Bob Glazebrook,27,ATL,FS,16,8,3,30,0,25,,1,1,0,0,0.0,,0,
Jay Hilgenberg,24,CHI,C,16,8,0,0,0,0,,0,1,0,0,0.0,,0,
Ken Johnson,28,BUF,RDE,16,8,0,0,0,0,,0,1,0,0,2.0,,0,
Bruce McNorton,24,DET,RCB,16,8,7,30,0,15,,0,0,0,0,0.0,,0,
John Mistler,25,NYG,WR,16,8,0,0,0,0,,1,0,0,0,0.0,,0,
Larry Moriarty,25,HOU,FB,16,8,0,0,0,0,,1,1,0,0,0.0,,0,
Joe Nash,23,SEA,NT,16,8,0,0,0,0,,0,0,0,0,3.0,43,0,
Beasley Reece,29,2TM,FS,16,14,8,103,0,29,,1,4,0,0,0.0,,0,
Beasley Reece,29,NYG,FS,7,6,2,33,0,22,,1,2,0,0,0.0,,0,
Beasley Reece,29,TAM,FS,9,8,6,70,0,29,,0,2,0,0,0.0,,0,
Manu Tuiasosopo,26,SEA,NT,16,8,0,0,0,0,,0,0,0,0,0.5,,0,
Lionel Washington,23,STL,LCB,16,8,8,92,0,26,,0,1,0,0,0.0,67,0,AP DRoY-4
Jim Zorn,30,SEA,QB,16,8,0,0,0,0,,4,0,0,0,0.0,,0,
Glen Collins,24,CIN,RDE,16,7,0,0,0,0,,0,1,0,0,5.0,,0,
Mike Dawson,30,DET,LDT,16,7,0,0,0,0,,0,0,0,0,1.0,,0,
Elvis Franks,26,CLE,RDE,16,7,0,0,0,0,,0,1,0,0,5.0,,0,
Anthony Hancock,23,KAN,WR,16,7,0,0,0,0,,2,0,0,0,0.0,,0,
Tim Lewis,22,GNB,RCB,16,7,5,111,0,46,,3,1,0,0,0.0,,0,
Booker Reese,24,TAM,LDE,16,7,2,11,0,11,,0,0,0,0,1.0,,0,
Lindsay Scott,23,NOR,WR,16,7,0,0,0,0,,1,0,0,0,0.0,,0,
Jerry Bell,24,TAM,TE,16,6,0,0,0,0,,2,1,0,0,0.0,,0,
Mike Cofer,23,DET,RDE,16,6,0,0,0,0,,0,1,0,0,4.5,,0,
Greg Gaines,25,SEA,ROLB,16,6,0,0,0,0,,0,4,0,0,1.0,,0,
David Hughes,24,SEA,FB,16,6,0,0,0,0,,2,0,0,0,0.0,,0,
Lawrence Johnson,26,CLE,LCB,16,6,2,0,0,0,,0,0,0,0,0.0,,0,
Bill Kay,23,HOU,LCB,16,6,2,31,0,27,,0,0,0,0,0.0,,0,
Ed Luther,26,SDG,QB,16,6,0,0,0,0,,6,0,0,0,0.0,,0,
Mike Meade,23,GNB,FB,16,6,0,0,0,0,,2,1,0,0,0.0,,0,
Mike Stensrud,27,HOU,NT,16,6,0,0,0,0,,0,1,0,0,2.0,,0,
Willis Adams,27,CLE,WR,16,5,0,0,0,0,,1,1,0,0,0.0,,0,
Kim Anderson,26,BAL,FS,16,5,2,81,1,71,,0,1,0,0,0.5,,0,
Greg Brown,26,PHI,RDE,16,5,0,0,0,0,,0,0,0,0,8.5,,0,
Mike Dennis,25,NYG,RCB,16,5,1,0,0,0,,0,0,0,0,0.0,,0,
Ray Horton,23,CIN,LCB,16,5,5,121,1,55,,1,1,0,0,0.0,,0,AP DRoY-11
Byron Hunt,25,NYG,ROLB,16,5,0,0,0,0,,0,0,0,0,1.0,,0,
Ken Kremer,26,KAN,NT,16,5,0,0,0,0,,0,1,0,0,2.0,,0,
Greg LaFleur,25,STL,TE,16,5,0,0,0,0,,3,0,0,0,0.0,,0,
Cedric Mack,23,STL,LCB,16,5,3,25,0,13,,0,0,0,0,0.0,,0,
Larry McGrew,26,NWE,LOLB,16,5,1,3,0,3,,0,1,0,0,2.0,,0,
Edmund Nelson,23,PIT,NT,16,5,0,0,0,0,,0,0,0,0,3.0,,0,
Jim Obradovich,30,TAM,TE,16,5,0,0,0,0,,1,1,0,0,0.0,,0,
Bill Ring,27,SFO,FB,16,5,0,0,0,0,,1,2,0,0,0.0,,0,
Clarence Scott,34,CLE,SS,16,5,2,0,0,0,,0,0,0,0,0.0,,0,
Chris Williams,24,BUF,FS,16,5,3,6,0,4,,0,1,0,0,0.0,,0,
Brian Baschnagel,29,CHI,WR,16,4,0,0,0,0,,1,0,0,0,0.0,,0,
Theo Bell,30,TAM,WR,16,4,0,0,0,0,,0,1,0,0,0.0,,0,
Brian Cabral,27,CHI,LB,16,4,0,0,0,0,,0,0,0,0,1.0,,0,
Tony Eason,24,NWE,QB,16,4,0,0,0,0,,5,1,0,0,0.0,,0,
Ray Ellis,24,PHI,DB,16,4,1,18,0,18,,0,1,0,0,0.0,,0,
Brison Manor,31,DEN,DE,16,4,0,0,0,0,,0,1,0,0,3.0,,0,
Dennis McKinnon,22,CHI,WR,16,4,0,0,0,0,,2,1,0,0,0.0,,0,
Tom Mullady,26,NYG,TE,16,4,0,0,0,0,,0,1,0,0,0.0,,0,
Rod Perry,30,CLE,DB,16,4,1,21,0,21,,0,1,0,0,0.0,,0,
Mike Pitts,23,ATL,DE,16,4,0,0,0,0,,0,1,26,0,7.0,75,0,AP DRoY-8
Eason Ramson,27,SFO,TE,16,4,0,0,0,0,,2,0,0,0,0.0,,0,
Kendall Williams,24,BAL,DB,16,4,1,32,0,18,,2,2,0,0,1.0,,0,
Dan Benish,22,ATL,DT,16,3,0,0,0,0,,0,0,0,0,1.0,,0,
Emil Boures,23,PIT,C,16,3,0,0,0,0,,1,0,0,0,0.0,,0,
Mike Charles,21,MIA,DE,16,3,0,0,0,0,,0,1,0,0,3.0,,1,
Richard Dent,23,CHI,DE,16,3,0,0,0,0,1,0,0,0,0,3.0,12,0,
Otis Grant,22,RAM,WR,16,3,0,0,0,0,,1,1,0,0,0.0,,0,
David Hill,29,RAM,TE,16,3,0,0,0,0,,1,1,0,0,0.0,,0,
Daryl Hunt,27,HOU,LB,16,3,0,0,0,0,,0,0,0,0,1.0,,0,
Roger Jackson,24,DEN,DB,16,3,1,15,0,15,,1,0,0,0,1.0,,0,
Carl Lee,22,MIN,DB,16,3,1,31,0,31,,0,0,0,0,0.0,49,0,
Bobby Leopold,26,SFO,LB,16,3,2,13,0,9,,0,1,0,0,1.0,,0,
Dave Lindstrom,29,KAN,DE,16,3,0,0,0,0,,0,0,0,0,1.0,,0,
Frank Pollard,26,PIT,RB,16,3,0,0,0,0,,5,1,0,0,0.0,,0,
Jim Stuckey,25,SFO,DE,16,3,0,0,0,0,,0,0,0,0,2.5,,0,
Malcolm Taylor,23,HOU,DE,16,3,0,0,0,0,,0,0,0,0,4.5,,0,
Anthony Washington,25,WAS,DB,16,3,4,12,0,8,,1,1,0,0,0.0,,0,
Steve Wilson,26,DEN,CB,16,3,5,91,0,36,,1,1,0,0,0.0,,0,
Woody Bennett,28,MIA,RB,16,2,0,0,0,0,,1,1,0,0,0.0,,0,
Trent Bryant,24,KAN,DB,16,2,1,19,0,19,,0,0,0,0,0.0,,0,
Fred Dean,31,SFO,DE,16,2,0,0,0,0,,0,0,0,0,17.5,,0,"PB,AP DPoY-8"
Clint Didier,24,WAS,TE,16,2,0,0,0,0,,1,1,0,1,0.0,,0,
David Frye,22,ATL,LB,16,2,0,0,0,0,,0,2,0,0,1.0,,0,
Keith Gary,24,PIT,DE,16,2,0,0,0,0,,0,2,17,0,7.5,,0,
Frank Hawkins,24,RAI,RB,16,2,0,0,0,0,,2,1,0,0,0.0,,0,
Randy Holloway,28,MIN,DE,16,2,0,0,0,0,,0,1,7,0,7.5,,0,
Harlan Huckleby,26,GNB,RB,16,2,0,0,0,0,,4,1,0,0,0.0,,0,
David Kilson,23,BUF,DB,16,2,0,0,0,0,,0,3,88,1,0.0,,0,
Tim Krumrie,23,CIN,NT,16,2,0,0,0,0,,0,1,0,0,1.5,53,0,
Gary Lewis,25,GNB,TE,16,2,0,0,0,0,,0,1,0,0,0.0,,0,
Paul McDonald,25,CLE,QB,16,2,0,0,0,0,,1,1,0,0,0.0,,0,
Mike Moroski,26,ATL,QB,16,2,0,0,0,0,,2,0,0,0,0.0,,0,
Rick Razzano,28,CIN,LB,16,2,0,0,0,0,,0,1,0,0,0.0,,0,
Danny Spradlin,24,TAM,LB,16,2,0,0,0,0,,0,1,0,0,1.0,,0,
Rodell Thomas,25,MIA,LB,16,2,0,0,0,0,,0,1,0,0,0.0,,0,
Hasson Arbubakrr,23,TAM,DE,16,1,0,0,0,0,,0,0,0,0,1.0,,0,
Roosevelt Barnes,25,DET,LB,16,1,2,70,0,70,,0,1,0,0,1.0,,0,
Bill Bates,22,DAL,DB,16,1,1,29,0,29,,1,2,0,0,4.0,84,0,
Joey Browner,23,MIN,DB,16,1,2,0,0,0,,1,4,4,0,2.0,,0,
Ron Crosby,28,NYJ,LB,16,1,0,0,0,0,,0,1,0,0,0.0,,0,
Calvin Daniels,25,KAN,LB,16,1,0,0,0,0,,0,1,0,0,2.0,,0,
Tom DeLeone,33,CLE,C,16,1,0,0,0,0,,1,0,0,0,0.0,,0,
Jerome Foster,23,HOU,DE,16,1,0,0,0,0,,0,0,0,0,3.5,,0,
Tim Golden,24,NWE,LB,16,1,0,0,0,0,,0,2,0,0,0.0,,0,
Billy Johnson,31,ATL,WR,16,1,0,0,0,0,,4,2,0,0,0.0,,0,"PB,AP-2"
Horace King,30,DET,RB,16,1,0,0,0,0,,0,1,0,0,0.0,,0,
Paul Lankford,25,MIA,DB,16,1,1,10,0,10,,0,0,0,0,0.0,,0,
Albert Lewis,23,KAN,DB,16,1,4,42,0,34,,0,2,0,0,0.0,36,0,
Cliff Lewis,24,GNB,LB,16,1,0,0,0,0,,0,0,0,0,2.0,,0,
Randy Love,27,STL,RB,16,1,0,0,0,0,,4,1,0,0,0.0,,0,
Johnny Lynn,27,NYJ,DB,16,1,3,70,1,42,,0,0,0,0,0.0,,0,
Charles Mann,22,WAS,DE,16,1,0,0,0,0,1,0,0,0,0,3.0,18,1,
Allama Matthews,22,ATL,RB,16,1,0,0,0,0,,0,1,0,0,0.0,,0,
Stafford Mays,25,STL,DE,16,1,0,0,0,0,,0,2,0,0,2.5,,0,
Paul Moyer,22,SEA,DB,16,1,1,19,1,19,,0,3,0,0,0.0,,0,
Rob Nairne,29,NOR,LB,16,1,0,0,0,0,,0,0,0,0,2.0,,0,
Renaldo Nehemiah,24,SFO,WR,16,1,0,0,0,0,,1,0,0,0,0.0,,0,
Bill Pickel,24,RAI,DE,16,1,0,0,0,0,,0,1,0,0,6.0,29,0,AP DRoY-11
Steve Potter,26,KAN,LB,16,1,1,0,0,0,,0,0,0,0,0.0,,0,
Dean Prater,25,KAN,DE,16,1,0,0,0,0,,0,1,0,0,0.0,,0,
Jarvis Redwine,26,MIN,RB,16,1,0,0,0,0,,1,0,0,0,0.0,,0,
Curtis Rouse,23,MIN,T,16,1,0,0,0,0,,0,2,0,0,0.0,,0,
Johnny Ray Smith,26,TAM,DB,16,1,0,0,0,0,,2,3,0,0,0.0,,0,
Jack Squirek,24,RAI,LB,16,1,0,0,0,0,,0,0,0,0,1.0,,0,
Mosi Tatupu,28,NWE,RB,16,1,0,0,0,0,,1,1,0,0,0.0,,0,
John Tice,23,NOR,TE,16,1,0,0,0,0,,0,2,0,0,0.0,,0,
Frank Warren,24,NOR,DE,16,1,1,6,0,6,,0,1,0,0,2.0,16,0,
Greg Williams,24,WAS,DB,16,1,2,25,0,25,,0,4,4,0,0.0,,0,
Van Williams,24,BUF,RB,16,1,0,0,0,0,,2,1,0,0,0.0,,0,
Ken Woodard,23,DEN,LB,16,1,0,0,0,0,,0,1,0,0,2.0,,0,
Harvey Armstrong,24,PHI,NT,16,0,0,0,0,0,,0,2,0,0,3.5,,0,
Doug Barnett,23,RAM,DE,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Mike Black,22,DET,P,16,0,0,0,0,0,,1,0,0,0,0.0,,0,
Carlos Bradley,23,SDG,LB,16,0,0,0,0,0,,0,1,0,0,0.5,,0,
Jim Breech,27,CIN,K,16,0,0,0,0,0,,1,0,0,0,0.0,,0,
Perry Brooks,29,WAS,DT,16,0,0,0,0,0,,0,0,0,0,2.5,,0,
Preston Brown,25,NYJ,WR,16,0,0,0,0,0,,3,1,0,0,0.0,,0,
Lynn Cain,28,ATL,RB,16,0,0,0,0,0,,1,0,0,0,0.0,,0,
Tony Caldwell,22,RAI,LB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Jessie Clark,23,GNB,RB,16,0,0,0,0,0,,2,1,0,0,0.0,,0,
Kelvin Clark,27,NOR,G,16,0,0,0,0,0,,0,1,0,1,0.0,,0,
Earl Cooper,26,SFO,TE,16,0,0,0,0,0,,1,0,0,0,0.0,,0,
Bill Cowher,26,PHI,LB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
William Curran,24,ATL,WR,16,0,0,0,0,0,,1,0,0,0,0.0,,0,
Byron Darby,23,PHI,DE,16,0,0,0,0,0,,1,0,0,0,1.0,,0,
James Davis,26,RAI,DB,16,0,1,10,0,10,,0,1,0,0,0.0,,0,
Dan Doornink,27,SEA,RB,16,0,0,0,0,0,,1,1,0,0,0.0,,0,
Phil Epps,25,GNB,WR,16,0,0,0,0,0,,2,0,0,0,0.0,,0,
Major Everett,23,PHI,RB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Ron Fellows,25,DAL,DB,16,0,5,139,1,58,,4,3,0,0,0.0,,0,
Ron Ferrari,24,SFO,LB,16,0,0,0,0,0,,0,0,0,0,3.0,,0,
Earl Ferrell,25,STL,RB,16,0,0,0,0,0,,2,0,0,0,0.0,,0,
Elbert Foules,22,PHI,DB,16,0,1,0,0,0,,0,0,0,0,0.0,,0,
Blane Gaison,25,ATL,DB,16,0,0,0,0,0,,0,1,64,1,0.0,,0,
Ralph Giacomarro,22,ATL,P,16,0,0,0,0,0,,1,1,0,0,0.0,,0,
James Griffin,22,CIN,DB,16,0,1,41,1,41,,0,0,0,0,0.0,,0,
Ray Griffin,27,CIN,DB,16,0,2,24,0,24,,0,2,13,0,1.0,,0,
Al Gross,22,CLE,DB,16,0,1,18,0,18,,0,1,4,0,0.0,,0,
Rusty Guilbeau,25,NYJ,DE,16,0,0,0,0,0,,0,0,0,0,1.0,,0,
James Harrell,26,DET,LB,16,0,0,0,0,0,,0,0,0,0,1.0,,0,
Andy Headen,23,NYG,LB,16,0,0,0,0,0,,0,0,0,0,5.0,,0,
Eddie Hill,26,MIA,RB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Bryan Hinkle,24,PIT,LB,16,0,1,14,1,14,,0,2,4,0,0.0,,0,
Tom Holmoe,23,SFO,DB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Mike Holston,25,HOU,WR,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Anthony Hutchison,22,CHI,RB,16,0,0,0,0,0,,1,0,0,0,0.0,,0,
Jim Jeffcoat,22,DAL,DE,16,0,0,0,0,0,,0,0,0,0,2.0,3,0,
Derrick Jensen,27,RAI,TE,16,0,0,0,0,0,,1,0,0,0,0.0,,0,
Gary Jeter,28,RAM,DE,16,0,0,0,0,0,,0,0,0,0,6.5,,0,
Bobby Johnson,23,NOR,DB,16,0,2,80,1,70,,1,1,0,0,0.0,,0,
Gregg Johnson,25,SEA,DB,16,0,0,0,0,0,,1,1,0,0,0.0,,0,
Earl Jones,26,ATL,DB,16,0,1,19,0,19,,0,1,0,0,0.0,,0,
Trey Junkin,22,BUF,LS,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Larry Kinnebrew,24,CIN,RB,16,0,0,0,0,0,,3,1,0,0,0.0,,0,
Steve Korte,23,NOR,G,16,0,0,0,0,0,,0,1,0,1,0.0,,0,
Mike Kozlowski,27,MIA,DB,16,0,2,73,2,38,,2,1,0,0,1.0,,0,
Rich Kraynak,22,PHI,LB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Eric Lane,24,SEA,RB,16,0,0,0,0,0,,2,1,0,0,0.0,,0,
Fred Marion,24,NWE,DB,16,0,2,4,0,4,,0,0,0,0,0.0,,0,
Tony McGee,34,WAS,DE,16,0,0,0,0,0,,0,2,0,0,10.0,,0,
Odis McKinney,26,RAI,DB,16,0,1,0,0,0,,0,0,0,0,0.0,,0,
Karl Mecklenburg,23,DEN,DE,16,0,0,0,0,0,,0,0,0,0,2.0,24,0,
Sam Merriman,22,SEA,LB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Michael Morton,23,TAM,RB,16,0,0,0,0,0,,5,2,0,0,0.0,,0,
Robert Newhouse,33,DAL,RB,16,0,0,0,0,0,,3,1,0,0,0.0,,0,
Neil O'Donoghue,30,STL,K,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Henry Odom,24,PIT,RB,16,0,0,0,0,0,,2,1,0,0,0.0,,0,
Tom Orosz,24,SFO,P,16,0,0,0,0,0,,1,0,0,0,0.0,,0,
Gary Padjen,25,BAL,LB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Stephone Paige,22,KAN,WR,16,0,0,0,0,0,,1,1,0,0,0.0,,0,
George Peoples,23,NWE,RB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Ray Preston,29,SDG,LB,16,0,1,13,0,13,,0,0,0,0,0.0,,0,
Greg Pruitt,32,RAI,RB,16,0,0,0,0,0,,10,7,0,0,0.0,,0,PB
Dave Puzzuoli,22,CLE,NT,16,0,0,0,0,0,,0,1,2,0,2.0,,0,
Robb Riddick,26,BUF,RB,16,0,0,0,0,0,,7,1,0,0,0.0,,0,
Carl Roaches,30,HOU,WR,16,0,0,0,0,0,,3,1,0,0,0.0,,0,
Jimmy Rogers,28,NOR,RB,16,0,0,0,0,0,,2,1,0,0,0.0,,0,
Larry Rubens,24,GNB,C,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Ben Rudolph,26,NYJ,DE,16,0,0,0,0,0,,0,1,0,0,2.0,,0,
Pat Ryan,28,NYJ,QB,16,0,0,0,0,0,,2,1,0,0,0.0,,0,
George Schmitt,22,STL,DB,16,0,0,0,0,0,,1,1,0,0,0.0,,0,
Sanders Shiver,29,BAL,LB,16,0,0,0,0,0,,0,0,0,0,1.0,,0,
John Simmons,25,CIN,DB,16,0,0,0,0,0,,4,3,0,0,0.0,,0,
Ricky Smith,23,NWE,CB,16,0,0,0,0,0,,11,6,0,0,0.0,,0,
Robert Sowell,22,MIA,DB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Kirk Springs,25,NYJ,DB,16,0,0,0,0,0,,2,1,0,0,0.0,,0,
Jeff Stover,25,SFO,DE,16,0,0,0,0,0,,0,1,0,0,2.5,,0,
Ivory Sully,26,RAM,DB,16,0,0,0,0,0,,0,1,0,0,1.0,,0,
Darryl Talley,23,BUF,LB,16,0,0,0,0,0,,0,2,6,0,5.0,39,0,
Zach Thomas,23,DEN,WR,16,0,0,0,0,0,,4,3,0,0,0.0,,0,
Ted Thompson,30,HOU,LB,16,0,0,0,0,0,,0,0,0,0,1.0,,0,
Greg Townsend,22,RAI,DE,16,0,0,0,0,0,,0,1,66,1,10.5,,1,AP DRoY-6
Dwight Walker,24,CLE,RB,16,0,0,0,0,0,,1,3,0,0,0.0,,0,
Sam Washington,23,PIT,DB,16,0,1,25,0,25,,0,0,0,0,0.0,,0,
Clarence Weathers,21,NWE,WR,16,0,0,0,0,0,,2,1,0,0,0.0,,0,
James White,30,MIN,NT,16,0,1,22,0,22,,0,0,0,0,1.0,,0,
Dokie Williams,23,RAI,WR,16,0,0,0,0,0,,2,0,0,0,0.0,,0,
Otis Wonsley,26,WAS,RB,16,0,0,0,0,0,,0,1,0,0,0.0,,0,
Glen Young,23,PHI,WR,16,0,0,0,0,0,,2,1,0,0,0.0,,0,
Lyle Alzado,34,RAI,RDE,15,15,0,0,0,0,,0,1,0,0,7.0,,1,
Ottis Anderson,26,STL,RB,15,15,0,0,0,0,,10,3,0,0,0.0,,0,
Todd Bell,25,CHI,SS,15,15,0,0,0,0,,0,1,10,0,3.0,,0,
Kim Bokamper,29,MIA,RDE,15,15,2,43,1,24,,1,1,0,0,2.0,,0,
Bruce Clark,25,NOR,LDE,15,15,0,0,0,0,,0,1,0,0,4.5,,0,
Dextor Clinkscale,25,DAL,SS,15,15,2,68,1,68,,0,4,0,0,2.0,,0,
Garry Cobb,26,DET,LLB,15,15,4,19,0,13,,0,2,0,0,1.0,,0,
George Cumby,27,GNB,RILB,15,15,0,0,0,0,,0,0,0,0,2.0,,0,
Bill Currier,28,NYG,SS,15,15,2,37,1,30,,0,1,0,0,1.0,,0,
Mike Douglass,28,GNB,ROLB,15,15,0,0,0,0,,0,4,57,2,5.5,,0,
A.J. Duhe,28,MIA,LILB,15,15,0,0,0,0,,0,1,0,0,5.5,,0,AP DPoY-8
Doug English,30,DET,RDT,15,15,0,0,0,0,,0,0,0,0,13.0,,2,"PB,AP-2,AP DPoY-13"
William Gay,28,DET,RDE/LDT,15,15,0,0,0,0,,0,1,11,0,13.5,,0,
Mike Harden,24,DEN,RCB,15,15,4,127,0,48,,0,3,0,0,0.0,,0,
Mark Haynes,25,NYG,LCB,15,15,3,18,0,23,,0,2,4,0,0.0,,0,"PB,AP-2"
Dwight Hicks,27,SFO,FS,15,15,2,102,2,62,,0,2,5,0,0.0,,0,PB
Bobby Jackson,27,NYJ,LCB,15,15,2,8,0,8,,0,0,0,0,0.0,,0,
Charles Jackson,28,KAN,ROLB,15,15,0,0,0,0,,0,4,47,1,4.0,,0,
Tom Jackson,32,DEN,ROLB,15,15,1,0,0,0,,0,2,34,0,5.5,,0,
Kenny King,26,RAI,FB,15,15,0,0,0,0,,1,0,0,0,0.0,,0,
Jack Lambert,31,PIT,RILB,15,15,2,-1,0,0,,0,2,0,0,4.0,,0,"PB,AP-1,AP DPoY-5"
Todd Liebenstein,23,WAS,LDE,15,15,0,0,0,0,,0,2,5,0,1.5,,0,
Mark May,24,WAS,RG,15,15,0,0,0,0,,0,1,0,0,0.0,,0,
Mark Murphy,28,WAS,FS,15,15,9,127,0,48,,0,0,0,0,1.0,,0,"PB,AP-1,AP DPoY-8"
Ulysses Norris,26,DET,TE,15,15,0,0,0,0,,0,1,0,0,0.0,,0,
Mike Pagel,23,BAL,QB,15,15,0,0,0,0,,4,0,0,0,0.0,,0,
Robert Pratt,32,SEA,RG,15,15,0,0,0,0,,0,1,0,0,0.0,,0,
John Riggins,34,WAS,RB,15,15,0,0,0,0,,5,0,0,0,0.0,,0,"AP-1,AP MVP-4,AP OPoY-4"
Bob Rush,28,KAN,C,15,15,0,0,0,0,,2,1,0,0,0.0,,0,
Gerald Small,27,MIA,RCB,15,15,5,60,0,28,,0,0,0,0,0.0,,0,
Dwayne Woodruff,26,PIT,LCB,15,15,3,85,0,47,,0,0,0,0,1.0,,0,
Don Blackmon,25,NWE,ROLB,15,14,1,39,0,39,,0,0,0,0,3.5,,0,
Jerry Boyarsky,24,CIN,NT,15,14,0,0,0,0,,0,0,0,0,1.5,,0,
Jeff Davis,23,TAM,LILB,15,14,0,0,0,0,,0,0,0,0,1.5,,0,
Gerry Ellis,26,GNB,FB/RB,15,14,0,0,0,0,,7,1,0,0,0.0,,0,
Steve Largent,29,SEA,WR,15,14,0,0,0,0,,3,0,0,0,0.0,,0,
Ronnie Lott,24,SFO,LCB,15,14,4,22,0,22,,0,1,0,0,1.0,108,0,"PB,AP DPoY-13"
Mike Pruitt,29,CLE,RB,15,14,0,0,0,0,,4,2,0,0,0.0,,0,
Brian Sipe,34,CLE,QB,15,14,0,0,0,0,,6,1,0,0,0.0,,0,
Keena Turner,25,SFO,ROLB,15,14,0,0,0,0,,0,1,0,0,3.5,,0,
Leo Wisniewski,24,BAL,NT,15,14,0,0,0,0,,0,2,0,0,5.0,,0,
Walter Abercrombie,24,PIT,RB,15,13,0,0,0,0,,2,0,0,0,0.0,,0,
Rick Ackerman,24,SDG,NT,15,13,0,0,0,0,,0,2,0,0,1.5,,0,
Jerome Barkum,33,NYJ,TE,15,13,0,0,0,0,,2,0,0,0,0.0,,0,
Charlie Brown,25,WAS,WR,15,13,0,0,0,0,,0,1,0,0,0.0,,0,PB
Barney Chavous,32,DEN,LDE,15,13,0,0,0,0,,0,1,0,1,4.5,,0,
Justin Cross,24,BUF,RT,15,13,0,0,0,0,,0,1,0,0,0.0,,0,
LeRoy Irvin,26,RAM,RCB,15,13,4,42,0,22,,4,2,0,0,1.0,,0,
Andre Tippett,24,NWE,LOLB,15,13,0,0,0,0,,0,1,0,0,8.5,,0,
Andra Franklin,24,MIA,FB,15,12,0,0,0,0,,6,1,0,0,0.0,,0,
Cedric Jones,23,NWE,WR,15,12,0,0,0,0,,1,0,0,0,0.0,,0,
Chuck Muncie,30,SDG,RB,15,12,0,0,0,0,,8,1,0,0,0.0,,0,
Jim Ryan,26,DEN,LOLB,15,12,0,0,0,0,,0,1,0,0,0.0,,0,
Art Still,28,KAN,LDE,15,12,0,0,0,0,,0,1,0,0,4.0,,0,
Harry Holt,26,CLE,TE,15,11,0,0,0,0,,1,1,0,0,0.0,,0,
Curtis Jordan,29,WAS,SS,15,11,1,20,0,20,,0,2,20,0,0.0,,0,
Booker Moore,24,BUF,FB,15,11,0,0,0,0,,1,1,0,0,0.0,,0,
Wayne Morris,29,STL,FB,15,11,0,0,0,0,,2,0,0,0,0.0,,0,
Mark van Eeghen,31,NWE,FB,15,11,0,0,0,0,,1,1,0,0,0.0,,0,
Randy Grimes,23,TAM,LG/C,15,10,0,0,0,0,,0,1,0,0,0.0,,0,
Darrin Nelson,24,MIN,RB,15,10,0,0,0,0,,5,1,0,0,0.0,,0,
Andre Young,23,SDG,SS,15,10,2,49,1,40,,0,1,0,0,1.0,,0,
Theotis Brown,26,2TM,FB,15,9,0,0,0,0,,4,1,0,0,0.0,,0,
Theotis Brown,26,SEA,RB,3,0,0,0,0,0,,1,1,0,0,0.0,,0,
Theotis Brown,26,KAN,FB,12,9,0,0,0,0,,3,0,0,0,0.0,,0,
Ken Margerum,25,CHI,WR,15,9,0,0,0,0,,1,0,0,0,0.0,,0,
Michael Williams,22,PHI,RB,15,9,0,0,0,0,,1,0,0,0,0.0,,0,
Rick Woods,24,PIT,FS,15,9,5,53,0,31,,0,2,38,1,0.0,,0,
Johnny Rembert,22,NWE,LILB,15,8,0,0,0,0,,0,1,0,0,2.0,,0,
Ed Beckman,28,KAN,TE,15,7,0,0,0,0,,1,0,0,0,0.0,,0,
Jeremiah Castille,22,TAM,LCB,15,7,1,69,1,69,,0,0,0,0,0.0,,0,
